"Отметка времени","Самое значимое для вас событие года?","Посещали ли вы крупные IT-конференции в 2017 году?","Лучшее профильное мероприятие года в Украине (800+ посетителей)?","Лучшее профильное мероприятие года в Украине (400+ посетителей)?","Как вы оцениваете этот год лично для себя?","Какие у вас ожидания от 2018?","Кто вы?"
"2017/12/14 1:38:09 PM GMT+2","Bitcoin по $18K","Да","Lviv IT Arena 2017","","Один из лучших в моей жизни","Уверен (-а), что год будет лучше 2017","Синьор (5-10 лет опыта)"
"2017/12/14 1:40:02 PM GMT+2","Сохранение 5% налога для ЕН на 3-й группе","Да","GDG DevFest Ukraine 2017","LvivJS 2017","Нормальный год, все как обычно","Цироз","Синьор (5-10 лет опыта)"
"2017/12/14 1:42:04 PM GMT+2","Начал действовать безвизовый режим","Нет","","","Трудный год, но в целом все хорошо","Не жду чуда. Главное, чтобы не хуже 2017","Миддл (2-5 лет опыта)"
"2017/12/14 1:47:03 PM GMT+2","Блокировка ВКонтакте, Яндекс, Mail.ru и др. сервисов из РФ","Да","GDG DevFest Ukraine 2017","Get IT! — Game developers conference","Трудный год, но в целом все хорошо","Уверен (-а), что год будет лучше 2017","Джуниор (меньше двух лет опыта)"
"2017/12/14 1:47:17 PM GMT+2","Начал действовать безвизовый режим","Нет","","","Трудный год, но в целом все хорошо","Уверен (-а), что год будет лучше 2017","Мега-синьор (10+ лет опыта)"
"2017/12/14 1:48:34 PM GMT+2","Начал действовать безвизовый режим","Да","Lviv IT Arena 2017","Lviv Outsourcing Forum","Нормальный год, все как обычно","Уверен (-а), что год будет лучше 2017","Миддл (2-5 лет опыта)"
"2017/12/14 1:53:36 PM GMT+2","Начал действовать безвизовый режим","Да","Lviv IT Arena 2017","PyCon Ukraine 2017","Один из лучших в моей жизни","Уверен (-а), что год будет лучше 2017","Синьор (5-10 лет опыта)"
"2017/12/14 1:58:07 PM GMT+2","Начал действовать безвизовый режим","Нет","","","Один из лучших в моей жизни","Уверен (-а), что год будет лучше 2017","Миддл (2-5 лет опыта)"
"2017/12/14 1:59:16 PM GMT+2","Блокировка ВКонтакте, Яндекс, Mail.ru и др. сервисов из РФ","Да","IT Weekend Ukraine","AI Ukraine ’17","Нормальный год, все как обычно","Уверен (-а), что год будет лучше 2017","Синьор (5-10 лет опыта)"
"2017/12/14 2:00:20 PM GMT+2","Начал действовать безвизовый режим","Да","Lviv IT Arena 2017","Lviv Outsourcing Forum","Нормальный год, все как обычно","Уверен (-а), что год будет лучше 2017","Мега-синьор (10+ лет опыта)"
"2017/12/14 2:01:26 PM GMT+2","Начал действовать безвизовый режим","Да","Outsource People 2017 Kyiv","","Один из лучших в моей жизни","Уверен (-а), что год будет лучше 2017","Миддл (2-5 лет опыта)"
"2017/12/14 2:04:41 PM GMT+2","Начал действовать безвизовый режим","Да","KharkivJS","AI Ukraine ’17","Трудный год, но в целом все хорошо","Не жду чуда. Главное, чтобы не хуже 2017","Синьор (5-10 лет опыта)"
"2017/12/14 2:07:54 PM GMT+2","Начал действовать безвизовый режим","Нет","","","Один из лучших в моей жизни","Уверен (-а), что год будет лучше 2017","Джуниор (меньше двух лет опыта)"
"2017/12/14 2:14:34 PM GMT+2","Кибератака в Украине (вирус Petya)","Да","","","Нормальный год, все как обычно","9","Миддл (2-5 лет опыта)"
"2017/12/14 2:19:26 PM GMT+2","Сохранение 5% налога для ЕН на 3-й группе","Да","","Web Standard Days 2017","Отличный год, после тяжелых прошлых лет","Уверен (-а), что год будет лучше 2017","Миддл (2-5 лет опыта)"
"2017/12/14 2:20:55 PM GMT+2","Начал действовать безвизовый режим","Да","QA Fest 2017","","Трудный год, но в целом все хорошо","Уверен (-а), что год будет лучше 2017","Миддл (2-5 лет опыта)"
"2017/12/14 2:22:49 PM GMT+2","Блокировка ВКонтакте, Яндекс, Mail.ru и др. сервисов из РФ","Нет","","","Трудный год, но в целом все хорошо","Уверен (-а), что год будет лучше 2017","Джуниор (меньше двух лет опыта)"
"2017/12/14 2:34:07 PM GMT+2","Начал действовать безвизовый режим","Нет","","","Нормальный год, все как обычно","Уверен (-а), что год будет лучше 2017","Миддл (2-5 лет опыта)"
"2017/12/14 2:37:39 PM GMT+2","Начал действовать безвизовый режим","Да","Lviv IT Arena 2017","","Один из лучших в моей жизни","Не жду чуда. Главное, чтобы не хуже 2017","Синьор (5-10 лет опыта)"
"2017/12/14 2:52:13 PM GMT+2","Начал действовать безвизовый режим","Нет","","","Один из лучших в моей жизни","Не жду чуда. Главное, чтобы не хуже 2017","Джуниор (меньше двух лет опыта)"
"2017/12/14 3:12:47 PM GMT+2","Блокировка ВКонтакте, Яндекс, Mail.ru и др. сервисов из РФ","Нет","","","Один из лучших в моей жизни","Не жду чуда. Главное, чтобы не хуже 2017","Синьор (5-10 лет опыта)"
"2017/12/14 3:24:16 PM GMT+2","Начал действовать безвизовый режим","Да","GDG DevFest Ukraine 2017","LvivJS 2017","Нормальный год, все как обычно","Не жду чуда. Главное, чтобы не хуже 2017","Джуниор (меньше двух лет опыта)"
"2017/12/14 3:27:57 PM GMT+2","Начал действовать безвизовый режим","Да","IT Weekend Ukraine","LvivJS 2017","Трудный год, но в целом все хорошо","Уверен (-а), что год будет лучше 2017","Миддл (2-5 лет опыта)"
