"Отметка времени","Самое значимое для вас событие года?","Посещали ли вы IT-конференции в 2016 году?","Лучшее профильное мероприятие года в Украине (800+ посетителей)?","Лучшее профильное мероприятие года в Украине (400+ посетителей)?","Как вы оцениваете этот год лично для себя?","Какие у вас ожидания от 2017?","Кто вы?"
"2016/12/15 9:52:10 ПП GMT+2","Отмена седьмой волны мобилизации","Нет","","","Трудный год, но в целом все хорошо","Все будет хорошо","Джуниор (меньше двух лет опыта)"
"2016/12/15 10:20:52 ПП GMT+2","Сохранение 5% налога для ЕН на 3-й группе","Да","QA Fest 2016","Web Standarts Days Kyiv","Трудный год, но в целом все хорошо","Все будет хорошо","Синьор (5-10 лет опыта)"
"2016/12/15 10:22:03 ПП GMT+2","Отсрочка запуска безвизого режима с ЕС","Да","iForum2016","PHP Frameworks Day","Нормальный год, все как обычно","Все будет хорошо",""
"2016/12/15 10:36:14 ПП GMT+2","Сохранение 5% налога для ЕН на 3-й группе","Да","Lviv IT Arena 2016","","Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",""
"2016/12/15 10:36:21 ПП GMT+2","Сохранение 5% налога для ЕН на 3-й группе","Нет","","","Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения","Синьор (5-10 лет опыта)"
"2016/12/15 10:49:07 ПП GMT+2","Отсрочка запуска безвизого режима с ЕС","Да","IT Weekend Ukraine","PHP Frameworks Day","Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения","Миддл (2-5 лет опыта)"
"2016/12/15 10:54:39 ПП GMT+2","Появление ""Неприличное.ит""","Да","","Web Standarts Days Kyiv","Трудный год, но в целом все хорошо","Все будет хорошо","Джуниор (меньше двух лет опыта)"
"2016/12/15 10:59:31 ПП GMT+2","Отмена седьмой волны мобилизации","Да","Dev Challenge 10","JavaScript Frameworks Day","Трудный год, но в целом все хорошо","Все будет хорошо","Миддл (2-5 лет опыта)"
"2016/12/15 11:10:36 ПП GMT+2","Сохранение 5% налога для ЕН на 3-й группе","Да","","KharkivJS#7","Трудный год, но в целом все хорошо","Все будет хорошо",""
"2016/12/15 11:11:11 ПП GMT+2","Принятие закона #4496, позволяющего заключать договора по email и инвойсу","Да","","ITEM-2016","Трудный год, но в целом все хорошо","Все будет хорошо",""
"2016/12/15 11:26:07 ПП GMT+2","Появление ""Неприличное.ит""","Нет","","","Нормальный год, все как обычно","Все будет хорошо","Джуниор (меньше двух лет опыта)"
"2016/12/15 11:31:59 ПП GMT+2","Сохранение 5% налога для ЕН на 3-й группе","Нет","","","Нормальный год, все как обычно","Все будет хорошо","Миддл (2-5 лет опыта)"
"2016/12/15 11:43:51 ПП GMT+2","Сохранение 5% налога для ЕН на 3-й группе","Нет","","","Один из лучших в моей жизни","Надеюсь на лучшее, но есть сомнения","Джуниор (меньше двух лет опыта)"
"2016/12/15 11:44:13 ПП GMT+2","Появление ""Неприличное.ит""","Да","IT Weekend Ukraine","SQLSaturday 2016","Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения","Миддл (2-5 лет опыта)"
"2016/12/16 12:28:18 ДП GMT+2","Отсрочка запуска безвизого режима с ЕС","Да","Outsource People 2016 Kyiv","HackIT Ukraine 2016","Трудный год, но в целом все хорошо","Все плохо, пора валить","Мега-синьор (10+ лет опыта)"
"2016/12/16 1:14:52 ДП GMT+2","Появление ""Неприличное.ит""","Нет","","","Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения","Джуниор (меньше двух лет опыта)"
"2016/12/16 1:14:55 ДП GMT+2","Появление ""Неприличное.ит""","Да","Lviv IT Arena 2016","GDG DevFest","Один из лучших в моей жизни","Все будет хорошо","Миддл (2-5 лет опыта)"
"2016/12/16 2:40:39 ДП GMT+2","Сохранение 5% налога для ЕН на 3-й группе","Нет","","","Трудный год, но в целом все хорошо","Все будет хорошо","Джуниор (меньше двух лет опыта)"
"2016/12/16 6:21:13 ДП GMT+2","Сохранение 5% налога для ЕН на 3-й группе","Нет","","","Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения","Мега-синьор (10+ лет опыта)"
"2016/12/16 6:59:51 ДП GMT+2","Отсрочка запуска безвизого режима с ЕС","Да","Lviv IT Arena 2016","HackIT Ukraine 2016","Трудный год, но в целом все хорошо","Все будет хорошо","Джуниор (меньше двух лет опыта)"
"2016/12/16 7:12:24 ДП GMT+2","Отсрочка запуска безвизого режима с ЕС","Нет","","","Нормальный год, все как обычно","Все плохо, пора валить","Синьор (5-10 лет опыта)"
"2016/12/16 7:38:08 ДП GMT+2","Сохранение 5% налога для ЕН на 3-й группе","Да","IT Форум (Киев, 3.12)","PHP Frameworks Day","Один из лучших в моей жизни","Надеюсь на лучшее, но есть сомнения","Синьор (5-10 лет опыта)"
