Timestamp,Лучший сайт для поиска работы?,Лучшее профильное мероприятие года в Украине?,Самое значимое событие года?,Лучший проект в сфере ИТ-образования?,Как вы оцениваете этот год лично для себя?,Какие у вас ожидания от 2016?,Кто вы?
11/25/2015 14:50:53,,,Покупка Looksery за $150M,,"Нормальный год, все как обычно",Все будет хорошо,Синьор (5-10 лет опыта)
11/25/2015 14:51:08,LinkedIn,Black Sea SummIT (Одесса),Покупка Looksery за $150M,Фабрика (Одесса),"Трудный год, но в целом все хорошо",Все будет хорошо,Синьор (5-10 лет опыта)
11/25/2015 14:51:23,DOU.ua,Black Sea SummIT (Одесса),Покупка Looksery за $150M,Google (самообразование),Один из лучших в моей жизни,Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 14:51:33,DOU.ua,Не слежу за мероприятиями,Покупка Looksery за $150M,StackOverflow,Один из лучших в моей жизни,Все будет хорошо,Синьор (5-10 лет опыта)
11/25/2015 14:51:49,,Black Sea SummIT (Одесса),Покупка Looksery за $150M,StackOverflow,Один из лучших в моей жизни,Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 14:52:39,DOU.ua,Black Sea SummIT (Одесса),Покупка Looksery за $150M,Google (самообразование),Один из лучших в моей жизни,Все будет хорошо,Синьор (5-10 лет опыта)
11/25/2015 14:53:06,StackOverflow,Black Sea SummIT (Одесса),Покупка Looksery за $150M,StackOverflow,Один из лучших в моей жизни,Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 14:53:24,LinkedIn,Lviv IT Arena,Покупка Looksery за $150M,Компьютерная Академия ШАГ,Один из лучших в моей жизни,Все будет хорошо,Синьор (5-10 лет опыта)
11/25/2015 14:55:59,DOU.ua,Black Sea SummIT (Одесса),Запуск 3G в Украине,Фабрика (Одесса),"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/25/2015 14:56:56,DOU.ua,OdessaJS/LvivJS/KharkivJS/KyivJS,Покупка Looksery за $150M,Фабрика (Одесса),"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/25/2015 14:58:29,Work.ua,,Запуск 3G в Украине,Prometheus,"Трудный год, но в целом все хорошо","Все плохо, пора валить",Джуниор (меньше двух лет опыта)
11/25/2015 14:59:04,HH.ua,Lviv IT Arena,Запуск 3G в Украине,JavaRush,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 15:00:25,Work.ua,AI Ukraine (Харьков),Прекращение активных боевых действий на Донбассе,Google (самообразование),"Нормальный год, все как обычно",Все будет хорошо,Миддл (2-5 лет опыта)
11/25/2015 15:01:18,LinkedIn,Lviv IT Arena,"Личное (новая работа, повышение, свадьба, ...)",,Один из лучших в моей жизни,"Все плохо, пора валить",Миддл (2-5 лет опыта)
11/25/2015 15:01:54,,,Покупка Looksery за $150M,,Один из лучших в моей жизни,Все будет хорошо,
11/25/2015 15:09:14,Джинн,OdessaJS/LvivJS/KharkivJS/KyivJS,Прекращение активных боевых действий на Донбассе,Lviv IT school (LITS),Один из лучших в моей жизни,Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 15:12:25,,Не слежу за мероприятиями,Прекращение активных боевых действий на Донбассе,Не слежу / не интересуюсь,Один из лучших в моей жизни,Все будет хорошо,Мега-синьор (10+ лет опыта)
11/25/2015 15:14:34,Rabota.ua,Black Sea SummIT (Одесса),Прекращение активных боевых действий на Донбассе,Фабрика (Одесса),"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/25/2015 15:15:08,DOU.ua,Не слежу за мероприятиями,Запуск 3G в Украине,Google (самообразование),"Нормальный год, все как обычно","Все плохо, пора валить",Синьор (5-10 лет опыта)
11/25/2015 15:17:37,LinkedIn,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Не слежу / не интересуюсь,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
