Timestamp,FirstLanguage ,e1,NowLanguage,AdditionalLanguages,NextLanguage,PetProjectsLanguages,Choosing,Change,otherFirst,otherNow,Experience,inUA,Comment,n
,(другой),,Scala,"Java, C/C++, PHP, JavaScript, groovy, ",Scala,"Java, C/C++, Scala, m4",заказчиком,Нет,,,10 и больше
11/24/2010 0:54:21,Pascal/Delphi,,Java,"Java, Perl",Java,Java,исполнителем,Нет,,,7,да,"На самом деле правильный ответ на вопрос ""Если бы вы начинали сейчас коммерческий проект, и у вас была бы свобода выбора языка, какой язык вы бы выбрали?"" --- ""зависит от проекта"""
11/24/2010 0:56:29,Pascal/Delphi,,другой,Java,Java,,совместным решением,Нет,,,7,да,"Не понятно почему нет в списке PL/SQL?
Он для меня основным уже лет 6 является, а Java, C#, Delphi - всё проходящее, дополнительное :)"
11/24/2010 1:03:27,Pascal/Delphi,,PHP,"PHP, Python, Objective-C, JavaScript",PHP,"PHP, C#, Python, Objective-C, JavaScript, Pascal/Delphi",зависит от проекта,Нет,,,5,да
11/24/2010 1:53:15,C#,,C#,JavaScript,C#,"Java, C#, Python",совместным решением,Нет,,,4,да
11/24/2010 1:59:26,Pascal/Delphi,,Java,"Java, Python, Perl, Ruby, JavaScript",Java,"Java, Python, Perl, Ruby, JavaScript, Pascal/Delphi, 1С",зависит от проекта,Нет,,,10 и больше,нет,"0. Pacal должен быть в списке
1. нет языка программирования Delphi. есть Object Pascal"
11/24/2010 2:20:32,Java,,Java,"Java, JavaScript",другой,,зависит от проекта,Нет,,,3,да
11/24/2010 2:27:52,Pascal/Delphi,,C/C++,"Java, C/C++, Perl, Asm",C/C++,,зависит от проекта,Нет,,,6,да
11/24/2010 3:32:11,C/C++,,C/C++,"Python, DBase-подобные",C/C++,C/C++,зависит от проекта,Нет,,,10 и больше,да
11/24/2010 4:24:03,Pascal/Delphi,,PHP,"Java, PHP, C#, Basic , Objective-C, JavaScript",Java,"PHP, C#",зависит от проекта,Нет,,,3,да
11/24/2010 4:36:51,Java,,JavaScript,1C,Pascal/Delphi,Pascal/Delphi,заказчиком,Да,,,5,да
11/24/2010 4:44:30,(выберите из списка),,(выберите из списка),,другой,,заказчиком,Нет,,,5,да
11/24/2010 4:48:46,Pascal/Delphi,,Pascal/Delphi,Pascal/Delphi,C#,Pascal/Delphi,моя организация разрабатывает только на этом языке,Да,,,7,нет
11/24/2010 5:20:11,PHP,,JavaScript,"Java, JavaScript",Java,"Java, JavaScript",совместным решением,Да,,,3,да
11/24/2010 6:14:50,C#,,C#,C#,C#,,моя организация разрабатывает только на этом языке,Нет,,,2,да,"Зачем менять этот отличный язык на котором можна писать все что угодно?
Под мобильные устройстройста, Веб и бизнес приложения."
11/24/2010 6:33:31,Pascal/Delphi,,1С,,Java,Java,исполнителем,Да,,,7,да
11/24/2010 8:01:00,другой,,другой,ActionScript 3.0,другой,ActionScript 3.0,заказчиком,Нет,,,3,да,Почему такое отношение к ActionScript 3.0? Его нет ни в одном комбо-боксе!
11/24/2010 8:10:52,(выберите из списка),,(выберите из списка),,(выберите из списка),Haskell,исполнителем,Да,,,5,да
11/24/2010 8:10:55,PHP,,другой,"PHP, C#, JavaScript",C#,,совместным решением,Нет,,,2,нет
11/24/2010 8:12:10,C/C++,,Python,"Java, C/C++, PHP, C#, Python, JavaScript, Lisp, Fortran",C/C++,"Python, Lisp",совместным решением,Да,,,10 и больше,да
11/24/2010 8:18:58,C/C++,,Java,"PHP, JavaScript",Java,,зависит от проекта,Нет,,,2,нет
11/24/2010 8:26:12,другой,,другой,ActionScript,Java,"Java, PHP, C#",зависит от проекта,Нет,,,6,нет
11/24/2010 8:32:37,C/C++,,C/C++,"C#, Pascal/Delphi",C/C++,,исполнителем,Нет,,,10 и больше,да
11/24/2010 8:33:05,Pascal/Delphi,,C#,,C#,C#,моя организация разрабатывает только на этом языке,Нет,,,5,да
11/24/2010 8:58:20,C/C++,,C#,"Java, C#, Pascal/Delphi",C/C++,,заказчиком,Да,,,5,да
11/24/2010 9:00:00,Pascal/Delphi,,C#,"C#, JavaScript",C#,C#,исполнителем,Нет,,,1,да
11/24/2010 9:08:40,Java,,Java,"PHP, Python, JavaScript",Java,,заказчиком,Нет,,,2,да
11/24/2010 9:18:38,Basic,,1С,"C/C++, PHP, 1C",1C,"C/C++, PHP",исполнителем,Нет,,,7,да
11/24/2010 9:25:00,C/C++,,Objective-C,,Objective-C,Objective-C,моя организация разрабатывает только на этом языке,Нет,,,2,нет
11/24/2010 9:29:06,другой,,другой,,(выберите из списка),,исполнителем,Нет,,,5,нет
11/24/2010 9:53:30,PHP,,Python,JavaScript,Python,Python,совместным решением,Нет,,,2,да
11/24/2010 10:16:55,Pascal/Delphi,,Java,"JavaScript, Groovy",Java,"Java, JavaScript, Scala, Groovy",совместным решением,Нет,,,10 и больше,да,"Java не погана, але поки з java7+ гальмують, варто поглянути на Groovy+Grails/Scala+Lift - тут гарний дуже потенціал. Для експериментів є цікавий Go. Для web+mobile: HTML5/CSS3/JS потім мови платформи."
11/24/2010 10:21:21,Pascal/Delphi,,Java,Groovy,Java,"Java, Groovy",зависит от проекта,Нет,,,4,да
11/24/2010 10:22:25,C/C++,,C#,"C/C++, C#, JavaScript, Pascal/Delphi",C#,"C/C++, C#",исполнителем,Нет,,,4,да
11/24/2010 10:44:22,PHP,,PHP,"PHP, JavaScript, ActionScript",другой,,зависит от проекта,Нет,,,2,да
11/24/2010 10:47:56,PHP,,PHP,JavaScript,PHP,PHP,совместным решением,Нет,,,5,да,Без комментариев
11/24/2010 10:50:13,PHP,,C#,JavaScript,C#,,заказчиком,Нет,,,5,да
11/24/2010 10:53:03,C/C++,,PHP,"PHP, JavaScript",C#,C#,заказчиком,Да,,,1,да
11/24/2010 11:06:02,PHP,,PHP,"C/C++, JavaScript, ActionScript",PHP,"PHP, ActionScript",исполнителем,Нет,,,5,да,в списке нет ActionScript почему то
11/24/2010 11:08:44,PHP,,PHP,"JavaScript, ActionScript 3.0",PHP,"PHP, ActionScript 3.0",совместным решением,Да,,,2,да
11/24/2010 11:19:07,другой,,PHP,"Perl, JavaScript",PHP,PHP,моя организация разрабатывает только на этом языке,Нет,,,10 и больше,да,"Cobol с Fortran'ом поставить, а Pascal забыть... Неаккуратненько это у вас.
Я начинал _работать_ именно на Pascal. Впрочем, и учился, по большому счёту, тоже на нём."
11/24/2010 11:25:47,Pascal/Delphi,,Python,"JavaScript, Haskell",Python,"Python, Haskell",совместным решением,Нет,,,5,да
11/24/2010 11:35:03,C/C++,,PHP,"PHP, JavaScript, DBase-подобные",PHP,,совместным решением,Да,,,2,нет
11/24/2010 11:37:02,другой,,другой,"PHP, JavaScript, Action Script",PHP,"PHP, JavaScript, Action Script",совместным решением,Нет,,,6,да
11/24/2010 11:37:09,Basic,,C#,Nemerle,другой,"C#, Basic, JavaScript, Haskell, Nemerle",совместным решением,Нет,,,10 и больше,да
11/24/2010 11:55:29,Asm,,C#,"C/C++, Asm, DBase-подобные",C#,"C/C++, C#",моя организация разрабатывает только на этом языке,Нет,,,2,да
11/24/2010 11:56:25,Perl,,PHP,JavaScript,PHP,PHP,исполнителем,Нет,,,4,да
11/24/2010 12:07:51,C#,,C#,"PHP, JavaScript",C#,C#,зависит от проекта,Нет,,,2,да
11/24/2010 12:09:55,C/C++,,C/C++,"C/C++, TCL",C/C++,C/C++,моя организация разрабатывает только на этом языке,Нет,,,6,да,"выбрал везде С/С++ но ведь это не одно и тоже.
Так выходит что вся моя работа (Embedded) делаеться на С.
Плюсами и не пахнет и я начинаю отвыкать от обьектно ориентированного мышления над которым так усиленно работал в университете.
Хотел бы наконец-то освоить Java для написания всяких инструментов с пользовательским интерфейсом, скриптовый язык Python."
11/24/2010 12:16:43,PHP,,PHP,"Java, JavaScript, Action Script 2/3",Objective-C,,совместным решением,Да,,,3,да
11/24/2010 12:19:37,(выберите из списка),,(выберите из списка),"PHP, ActionScript",другой,,заказчиком,Нет,,,5,да
11/24/2010 12:40:58,Pascal/Delphi,,Ruby,"PHP, Ruby",Ruby,"Python, Ruby",зависит от проекта,Нет,,,5,да,Цікаво буде подивитись на результати
11/24/2010 12:42:46,Basic,,другой,,другой,,моя организация разрабатывает только на этом языке,Нет,,,10 и больше,нет,Почему action scriptа нет?
11/24/2010 12:44:13,C/C++,,Python,"C/C++, C#",C#,,совместным решением,Нет,,,2,да
11/24/2010 12:47:03,другой,,другой,,другой,AS3,зависит от проекта,Да,,,4,нет
11/24/2010 12:48:19,Pascal/Delphi,,C#,"Java, C/C++, C#",(выберите из списка),,исполнителем,Да,,,10 и больше,да
11/24/2010 12:59:48,(выберите из списка),,(выберите из списка),C#,(выберите из списка),C#,заказчиком,Да,,,0,да
11/24/2010 13:09:35,Pascal/Delphi,,другой,"PHP, JavaScript, Lua, haxe",другой,"C/C++, Python, Lisp, Lua, haxe",заказчиком,Нет,,,3,да,В списке не хватает ActionScript
11/24/2010 13:14:54,Pascal/Delphi,,PHP,JavaScript,PHP,"PHP, JavaScript",зависит от проекта,Нет,,,7,да
11/24/2010 13:20:39,Pascal/Delphi,,Java,C/C++,Java,"Java, C/C++",зависит от проекта,Нет,,,5,да
11/24/2010 13:20:48,Java,,Java,JavaScript,Java,,исполнителем,Да,,,1,да
11/24/2010 13:20:51,Java,,Java,JavaScript,Java,Java,моя организация разрабатывает только на этом языке,Нет,,,10 и больше,да
11/24/2010 13:26:55,Python,,Python,JavaScript,Python,,заказчиком,Нет,,,3,да
11/24/2010 13:27:09,(выберите из списка),,Java,"Java, JavaScript",Java,Java,моя организация разрабатывает только на этом языке,Нет,,,9,да,Опыт работы вообще? Или на конкретном языке? )
11/24/2010 13:28:30,Fortran,,Java,Java,Java,Java,моя организация разрабатывает только на этом языке,Нет,,,9,да
11/24/2010 13:37:11,Pascal/Delphi,,Python,,Python,,моя организация разрабатывает только на этом языке,Нет,,,2,да
11/24/2010 13:50:09,Pascal/Delphi,,C#,"SQL, T-SQL, XML, HTML",C#,,моя организация разрабатывает только на этом языке,Нет,,,7,да
11/24/2010 13:51:08,C/C++,,C/C++,"C/C++, Objective-C, Lisp",Lisp,"Objective-C, Lisp",совместным решением,Нет,,,10 и больше,да
11/24/2010 14:00:40,Java,,Java,"Java, JavaScript",Java,Java,заказчиком,Нет,,,2,да
11/24/2010 14:14:40,Pascal/Delphi,,PHP,JavaScript,PHP,PHP,исполнителем,Да,,,5,да
11/24/2010 14:16:05,C/C++,,другой,"Java, Ruby, JavaScript",другой,"Java, C#, Ruby, Flex",заказчиком,Нет,,,1,да
11/24/2010 14:21:58,Java,,Java,XML,Java,,заказчиком,Нет,,,1,да
11/24/2010 14:22:18,PHP,,PHP,"Java, Python",Ruby,Ruby,зависит от проекта,Да,,,8,да
11/24/2010 14:24:08,C/C++,,Java,"Java, JavaScript",Java,,совместным решением,Нет,,,3,да
11/24/2010 14:29:18,PHP,,PHP,"Python, Ruby, JavaScript",Python,,моя организация разрабатывает только на этом языке,Да,,,6,да
11/24/2010 14:35:56,C/C++,,1С,,1C,,моя организация разрабатывает только на этом языке,Да,,,8,да
11/24/2010 14:40:26,Pascal/Delphi,,PHP,"C/C++, PHP",PHP,,зависит от проекта,Да,,,3,да
11/24/2010 14:50:53,другой,,другой,,другой,,исполнителем,Нет,,,5,нет,AS2/3
11/24/2010 15:01:49,C/C++,,Basic ,C#,Basic,,заказчиком,Да,,,6,да
11/24/2010 15:11:09,C/C++,,C/C++,"C/C++, Python",C/C++,C/C++,заказчиком,Нет,,,6,да
11/24/2010 15:11:51,Basic,,Java,"Java, PHP, Python, JavaScript",Java,Java,зависит от проекта,Нет,,,10 и больше,да,хлопці вже давно час українською мовою інтерфейс зробити ;)
11/24/2010 15:16:49,Basic,,C#,JavaScript,C#,"C/C++, C#",зависит от проекта,Нет,,,4,да
11/24/2010 15:17:13,Pascal/Delphi,,C/C++,"PHP, Python",Python,"C/C++, Python",заказчиком,Нет,,,5,да
11/24/2010 15:21:12,1C,,C#,,C#,C#,заказчиком,Нет,,,7,да
11/24/2010 15:30:32,PHP,,PHP,JavaScript,Python,,исполнителем,Нет,,,3,да
11/24/2010 15:30:50,PHP,,C#,"C/C++, C#",C#,C#,зависит от проекта,Нет,,,7,да
11/24/2010 15:33:15,(выберите из списка),,(выберите из списка),"C/C++, Python, Lisp, Haskell",Python,Python,заказчиком,Нет,,,5,да
