Отметка времени,Ви працюєте зараз в ІТ?,Де ви мешкаєте?,Де ви працюєте?,Ваша стать,Ваш вік,Яка у вас освіта?,Вкажіть заклад вищої освіти,Знання англійської мови,Оберіть вашу посаду,Ваш тайтл,Вкажіть вашу спеціалізацію,Основна мова програмування,Інші мови програмування,"Фреймворки, бібліотеки та платформи","Платформи, для яких розробляєте на поточному місці роботи?",Ваш тайтл_1,Вкажіть вашу спеціалізацію_2,Яку мову програмування використовуєте у роботі?,Оберіть вашу посаду_3,Ваш тайтл_4,Ваша посада,Ваш тайтл_5,Оберіть вашу посаду_6,Ваш тайтл_7,Ваша посада_8,Ваш тайтл_9,Ваша посада_10,Ваш тайтл_11,Ваша посада_12,Ваш тайтл_13,Ваша посада_14,Ваш тайтл_15,Ваша посада_16,В якій сфері працюєте?,Тип компанії,Кількість спеціалістів у вашій компанії (в Україні),Загальний стаж роботи за спеціальністю,Стаж на поточному місці роботи,У скількох компаніях встигли попрацювати за час ІТ-кар'єри?,"Зарплата у $$$ за місяць, лише ставка після сплати податків",Наскільки змінилась ваша зарплата за останні 12 місяців?,Чи отримуєте ви грошові бонуси до зарплати?,Вкажіть суму цього бонуса у $$$ після податків
04/01/2021 09:10,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,31,Дві вищих,ДонНУ ім. Василя Стуса,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Java,"Groovy, JavaScript, PHP","Hibernate, React.js, Spring",Web,,,,,,,,,,,,,,,,,,,"E-commerce, Fintech",Аутстафінгова,понад 1000,10 і більше років,4 роки,3-4,2950,400,"Ні, не отримую",
08/12/2020 17:42,"Так, працюю full-time",Київ,Віддалено,Чоловік,42,Вища,НТУУ «КПІ»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Mobile,C++,Python,,"Mobile other, Microcontrollers/Embedded/IoT",,,,,,,,,,,,,,,,,,,"Embedded, Mobile",Продуктова,до 50,10 і більше років,8 років,3-4,2770,0,"Ні, не отримую",0
15/12/2020 23:13,"Так, працюю full-time",Львів,"Частково віддалено, частково в офісі",Чоловік,21,Вища,НУ «Львівська політехніка»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Java,"Kotlin, Python","Hibernate, Spring",Web,,,,,,,,,,,,,,,,,,,"E-commerce, Uberfication",Аутсорсингова,до 200,3 роки,2 роки,1,2960,1000,"Ні, не отримую",
22/12/2020 15:35,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Жінка,26,Вища,,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Full-stack,C++,"C, C#/.NET, JavaScript",Unreal Engine,"Desktop, Ps, xbox",,,,,,,,,,,,,,,,,,,GameDev,Аутсорсингова,до 200,1 рік,1 рік,1,1000,0,"Ні, не отримую",
29/12/2020 15:19,"Так, працюю full-time",Київ,В офісі,Чоловік,20,Ще студент,НАУ,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Intern/Trainee,Front-end,Інше,JavaScript,jQuery,"Web, Desktop, Mobile cross-platform",,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,до 50,Пів року,Менше як 3 місяці,1,670,0,"Ні, не отримую",
22/12/2020 17:07,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,24,Вища,КНУ ім. Шевченка,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,1c,1С,Не використовую,WordPress,Desktop,,,,,,,,,,,,,,,,,,,ERP,Продуктова,понад 1000,1 рік,1 рік,1,1000,300,Отримую бонус щомісяця,400
07/12/2020 13:24,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,23,Вища,НТУУ «КПІ»,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Mobile,C#/.NET,Інше,".NET Core, ASP.NET, Xamarin",Mobile cross-platform,,,,,,,,,,,,,,,,,,,"ERP, Mobile, Telecom",Аутстафінгова,до 1000,5 років,5 років,1,2750,0,"Ні, не отримую",
22/12/2020 17:55,"Так, працюю full-time",Київ,,Чоловік,35,Вища,НТУУ «КПІ»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,Java,JavaScript,Spring,Web,,,,,,,,,,,,,,,,,,,Manufacturing,Продуктова,понад 1000,1 рік,1 рік,1,1000,1000,"Ні, не отримую",
22/12/2020 22:26,"Так, працюю full-time",Львів,Віддалено,Чоловік,25,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Front-end,JavaScript,Не використовую,React.js,Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,до 200,1 рік,Менше як 3 місяці,2,1000,350,"Ні, не отримую",
23/12/2020 16:09,"Так, працюю full-time",Київ,Віддалено,Чоловік,22,Вища,НТУУ «КПІ»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,Go,"Java, JavaScript, Python","Hibernate, Node.js, Spring",Web,,,,,,,,,,,,,,,,,,,"Big Data, E-commerce",Продуктова,до 1000,1 рік,3 місяці,2,1000,600,"Ні, не отримую",
29/12/2020 15:20,"Так, працюю full-time",Львів,В офісі,Чоловік,24,Вища,Інший виш,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Intern/Trainee,Front-end,JavaScript,TypeScript,"Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,Інша,Аутсорсингова,до 10 спеціалістів,Менше як 3 місяці,Менше як 3 місяці,1,250,,"Ні, не отримую",0
24/12/2020 12:57,"Так, працюю full-time",Чернівці,Віддалено,Чоловік,23,Вища,ЧНУ ім. Федьковича,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,Python,Не використовую,"Flask, Scrapy, AWS",Web,,,,,,,,,,,,,,,,,,,"Big Data, Hardware",Аутстафінгова,до 50,2 роки,1 рік,2,1000,200,"Ні, не отримую",1000
29/12/2020 15:20,"Так, працюю full-time",Львів,Віддалено,Жінка,22,Ще студент,НУ «Львівська політехніка»,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Intern/Trainee,Back-end,Python,SQL,"Express, Flask, Hadoop",Web,,,,,,,,,,,,,,,,,,,Security,Аутсорсингова,до 50,3 місяці,3 місяці,1,350,0,"Ні, не отримую",
29/12/2020 15:20,"Так, працюю full-time",Харків,,Чоловік,26,Вища,ХАІ,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Intern/Trainee,Embedded,C++,"C, Java",,"Microcontrollers/Embedded/IoT, Інша",,,,,,,,,,,,,,,,,,,"Automotive, Embedded",Аутсорсингова,понад 1000,3 роки,Менше як 3 місяці,2,600,+100,"Ні, не отримую",
07/12/2020 10:15,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,24,Вища,НАУ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Java,JavaScript,Spring,Web,,,,,,,,,,,,,,,,,,,Telecom,Аутсорсингова,понад 1000,3 роки,2 роки,3-4,3000,1000,"Ні, не отримую",
24/12/2020 21:30,"Так, працюю full-time",Харків,"Частково віддалено, частково в офісі",Чоловік,28,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,PHP,Не використовую,,Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,до 200,1 рік,1 рік,1,1000,700,Отримую бонус щокварталу,300
29/12/2020 15:20,"Так, працюю full-time",Інше,Віддалено,Чоловік,23,Вища,ХАІ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Intern/Trainee,Front-end,JavaScript,TypeScript,"React.js, React Native",Mobile cross-platform,,,,,,,,,,,,,,,,,,,GameDev,Аутсорсингова,до 1000,Менше як 3 місяці,Менше як 3 місяці,1,300,0,"Ні, не отримую",
24/12/2020 22:57,"Так, працюю full-time",Харків,Віддалено,Чоловік,23,Вища,НТУ «ХПІ»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Full-stack,C#/.NET,"JavaScript, TypeScript",".NET Core, Angular/Angular.js, React.js",Web,,,,,,,,,,,,,,,,,,,"E-commerce, Insurance, Logistics",Аутстафінгова,до 1000,2 роки,1 рік,3-4,1000,500,"Ні, не отримую",
07/12/2020 10:15,"Так, працюю full-time",Київ,Віддалено,Чоловік,30,Середня,,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,C#/.NET,TypeScript,".NET Core, Angular/Angular.js",Web,,,,,,,,,,,,,,,,,,,Uberfication,Аутстафінгова,до 1000,4 роки,1 рік,3-4,3000,700,"Ні, не отримую",
09/12/2020 08:50,"Так, працюю full-time",Київ,В офісі,Чоловік,30,Вища,НТУУ «КПІ»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Back-end,PHP,SQL,,Web,,,,,,,,,,,,,,,,,,,"Gambling, GameDev",Продуктова,понад 1000,8 років,6 років,2,5500,600,"Ні, не отримую",
25/12/2020 17:45,"Так, працюю full-time",Київ,Віддалено,Чоловік,20,Ще студент,НТУУ «КПІ»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,Java,"Groovy, SQL",Spring,Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,понад 1000,1 рік,1 рік,1,1000,500,"Отримую бонус за гарні показники роботи, але нерегулярно",100
29/12/2020 15:22,"Так, працюю full-time",Львів,"Частково віддалено, частково в офісі",Чоловік,21,Ще студент,НУ «Львівська політехніка»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Intern/Trainee,Back-end,C#/.NET,"C#/.NET, SQL",".NET, ASP.NET",Web,,,,,,,,,,,,,,,,,,,"Fintech, Gambling",Продуктова,до 200,Пів року,Пів року,1,380,380,Отримую бонус щомісяця,50
07/12/2020 10:17,"Так, працюю full-time",Дніпро,Віддалено,Чоловік,44,Вища,НТУ «Дніпровська політехніка»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,JavaScript,"PHP, SQL","jQuery, Node.js, Vue.js","Web, Desktop",,,,,,,,,,,,,,,,,,,E-commerce,Продуктова,понад 1000,10 і більше років,2 роки,3-4,3000,0,"Ні, не отримую",0
26/12/2020 10:01,"Так, працюю full-time",Дніпро,Віддалено,Чоловік,30,Вища,,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Full-stack,C++,C,,"Desktop, Інша",,,,,,,,,,,,,,,,,,,Insurance,Продуктова,до 1000,2 роки,1 рік,1,1000,0,"Ні, не отримую",
29/12/2020 15:22,"Так, працюю full-time",Дніпро,"Частково віддалено, частково в офісі",Чоловік,20,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Intern/Trainee,Back-end,C,"C, C#/.NET, C++",.NET,Desktop,,,,,,,,,,,,,,,,,,,Medtech,Аутсорсингова,понад 1000,3 місяці,3 місяці,1,250,0,Отримую бонус щомісяця,100
29/12/2020 15:22,"Так, працюю full-time",Харків,Віддалено,Жінка,23,Вища,ХНУ ім. Каразіна,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Intern/Trainee,Full-stack,JavaScript,TypeScript,"Angular/Angular.js, React.js",Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,до 50,3 місяці,3 місяці,2,600,0,"Ні, не отримую",
07/12/2020 10:28,"Так, я фрилансер",Львів,Віддалено,Чоловік,18,Ще студент,НУ «Львівська політехніка»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,TypeScript,"C#/.NET, JavaScript, Python",".NET Core, Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,Blockchain,Стартап,Лише я,1 рік,Менше як 3 місяці,1,3000,2300,"Ні, не отримую",
26/12/2020 10:15,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,20,Ще студент,КНУ ім. Шевченка,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,Go,JavaScript,,Web,,,,,,,,,,,,,,,,,,,"Gambling, High Load Systems",Продуктова,до 200,Пів року,Пів року,1,1000,500,"Отримую бонус за гарні показники роботи, але нерегулярно",500
07/12/2020 10:29,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,29,Вища,НТУУ «КПІ»,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Java,"JavaScript, PHP, SQL","jQuery, Spring",Web,,,,,,,,,,,,,,,,,,,Fintech,Продуктова,до 200,4 роки,3 роки,2,3000,500,Отримую бонус щороку,2000
26/12/2020 17:57,"Так, працюю full-time",Львів,Віддалено,Чоловік,28,Вища,НУ «Львівська політехніка»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Full-stack,JavaScript,TypeScript,"Node.js, React.js",Microcontrollers/Embedded/IoT,,,,,,,,,,,,,,,,,,,Medtech,Аутстафінгова,до 1000,1 рік,Менше як 3 місяці,3-4,1000,,"Ні, не отримую",
29/12/2020 15:23,"Так, працюю full-time",Харків,В офісі,Чоловік,26,Вища,ХНУРЕ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",,Blockchain,JavaScript,"JavaScript, Python, Інше",,Інша,,,,,,,,,,,,,,,,,,,Blockchain,Продуктова,до 200,5 років,3 місяці,5-7,2000,0,"Ні, не отримую",
07/12/2020 10:40,"Так, працюю full-time",Київ,Віддалено,Чоловік,26,Вища,КНЕУ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Mobile,Kotlin,"Java, Kotlin",,Mobile Android,,,,,,,,,,,,,,,,,,,Mobile,Аутсорсингова,понад 1000,2 роки,Менше як 3 місяці,2,3000,1200,"Ні, не отримую",
07/12/2020 10:43,"Так, працюю full-time",Харків,"Частково віддалено, частково в офісі",Чоловік,23,Вища,НТУ «ХПІ»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,JavaScript,TypeScript,"Node.js, React.js, Vue.js",Web,,,,,,,,,,,,,,,,,,,Fintech,Аутсорсингова,до 200,4 роки,2 роки,2,3000,900,"Ні, не отримую",
29/12/2020 15:23,"Так, працюю full-time",Львів,Віддалено,Чоловік,22,Вища,НУ «Львівська політехніка»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Intern/Trainee,Mobile,Dart,"Java, Kotlin",Flutter,Mobile cross-platform,,,,,,,,,,,,,,,,,,,Mobile,Аутсорсингова,понад 1000,3 місяці,3 місяці,1,300,300,"Ні, не отримую",
07/12/2020 10:45,"Так, працюю full-time",Львів,Віддалено,Чоловік,29,Вища,НУ «Львівська політехніка»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Java,JavaScript,"Hibernate, jQuery",Web,,,,,,,,,,,,,,,,,,,Fintech,Аутстафінгова,до 200,5 років,4 роки,2,3000,300,"Ні, не отримую",
08/12/2020 10:45,"Так, працюю full-time",Харків,Віддалено,Чоловік,27,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Full-stack,JavaScript,TypeScript,"Express, React.js, Vue.js",Web,,,,,,,,,,,,,,,,,,,E-commerce,Продуктова,до 200,5 років,3 роки,3-4,2750,750,"Ні, не отримую",0
29/12/2020 15:24,"Так, працюю full-time",Харків,"Частково віддалено, частково в офісі",Чоловік,21,Вища,ХНУРЕ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Intern/Trainee,Front-end,JavaScript,TypeScript,React.js,Web,,,,,,,,,,,,,,,,,,,Інша,Аутсорсингова,до 200,3 місяці,3 місяці,1,150,0,"Ні, не отримую",
