,Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Пол,Возраст,Образование,Уровень английского,Дата заполнения,User-Agent
,QA engineer,,Automation QA,2.5,0.75,1500,0,Львов,свыше 1000 человек,m,23,Высшее,выше среднего,13/06/2013 13:58:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36"
,Software Engineer,JavaScript,,2,3,1200,0,Киев,до 50 человек,f,30,Высшее,элементарный,13/06/2013 14:08:27,Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0
,Software Engineer,Java (Android),,3,1.25,2500,300,Киев,до 1000 человек,m,25,Высшее,средний,13/06/2013 14:22:59,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36"
,Верстальщик,,,3,3,800,200,Львов,до 200 человек,m,26,Высшее,выше среднего,13/06/2013 14:27:32,Opera/9.80 (Windows NT 6.1; U; en) Presto/2.10.289 Version/12.02
,Junior Software Engineer,C#/.NET,,1,1,500,300,Львов,до 50 человек,m,19,Незаконченное высшее,ниже среднего,13/06/2013 14:29:59,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior Software Engineer,Python,,6,0.5,3000,500,Киев,до 50 человек,m,33,Высшее,средний,13/06/2013 14:33:32,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:21.0) Gecko/20100101 Firefox/21.0
,Project manager,,,3.5,3.5,2300,400,Харьков,до 50 человек,f,27,Высшее,продвинутый,13/06/2013 14:43:46,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:11.0) Gecko/20100101 Firefox/11.0
,Senior Software Engineer,PHP,,5.5,3,2750,-750,Донецк,до 10 человек,m,26,Высшее,выше среднего,13/06/2013 14:48:30,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0
,Верстальщик,,,0.75,0.75,750,500,Киев,до 50 человек,m,23,Незаконченное высшее,средний,13/06/2013 14:49:36,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Junior Software Engineer,C#/.NET,,меньше 3 месяцев,меньше 3 месяцев,300,0,Львов,до 10 человек,m,22,Незаконченное высшее,ниже среднего,13/06/2013 14:55:27,Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1
,Project manager,,,2,2,790,100,Львов,до 50 человек,m,32,Среднее,выше среднего,13/06/2013 14:58:19,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.152 Safari/537.22"
,Software Engineer,Java,,3,меньше 3 месяцев,1700,200,Львов,до 10 человек,m,27,Высшее,средний,13/06/2013 14:58:54,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.22 (KHTML, like Gecko) Ubuntu Chromium/25.0.1364.160 Chrome/25.0.1364.160 Safari/537.22"
,Software Engineer,JavaScript,,4.5,2,1800,350,Киев,до 1000 человек,m,27,Высшее,выше среднего,13/06/2013 15:08:35,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.5 Safari/537.22"
,Junior Software Engineer,Java,,1.5,1.5,800,0,Одесса,до 200 человек,m,23,Высшее,средний,13/06/2013 15:10:42,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36"
,Дизайнер,,,0.5,0.5,900,0,Киев,до 200 человек,m,23,Высшее,ниже среднего,13/06/2013 15:11:24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Верстальщик,C#/.NET,,2,1,430,0,Днепропетровск,до 200 человек,m,23,Незаконченное высшее,ниже среднего,13/06/2013 15:11:58,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Системный администратор,,,5,5,350,50,Чернигов,до 10 человек,m,28,Высшее,ниже среднего,13/06/2013 15:15:45,Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.15
,Junior QA engineer,,Manual QA,0.25,0.25,1000,0,Киев,до 200 человек,f,25,Высшее,выше среднего,13/06/2013 15:20:13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36"
,Бизнес-аналитик,,,7,3,2300,0,Киев,до 50 человек,m,31,Высшее,средний,13/06/2013 15:29:01,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)
,Support,,,1.5,0.75,1500,300,Киев,до 50 человек,f,22,Незаконченное высшее,выше среднего,13/06/2013 15:38:59,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,Java,,4,3.5,1250,200,Киев,до 200 человек,m,26,Высшее,выше среднего,13/06/2013 15:40:04,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Project manager,,,5,5,5000,0,Винница,до 50 человек,m,37,Высшее,средний,13/06/2013 15:46:17,"Mozilla/5.0 (Linux; U; Android 4.2.1; ru-ru; I30 Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
,Junior QA engineer,,Manual QA,2,0.25,250,10,Харьков,до 50 человек,f,25,Высшее,средний,13/06/2013 15:47:35,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31"
,Senior Project Manager / Program Manager,,,5,3,3000,1000,Харьков,до 10 человек,m,26,Высшее,продвинутый,13/06/2013 15:52:28,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20100101 Firefox/21.0
,Системный администратор,,,4.5,1.25,500,120,Харьков,до 10 человек,m,26,Высшее,ниже среднего,13/06/2013 15:59:15,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20100101 Firefox/21.0
,Junior Software Engineer,PHP,,1.25,1.25,500,350,Львов,до 50 человек,m,21,Незаконченное высшее,выше среднего,13/06/2013 16:00:57,Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.15
,Software Engineer,PHP,,2.5,1.75,1200,800,Киев,до 50 человек,m,26,Высшее,ниже среднего,13/06/2013 16:02:53,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.22 (KHTML, like Gecko) Ubuntu Chromium/25.0.1364.160 Chrome/25.0.1364.160 Safari/537.22"
,Software Engineer,Flex/Flash/AIR,,6,6,1600,0,Харьков,до 200 человек,m,30,Незаконченное высшее,ниже среднего,13/06/2013 16:03:38,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,PHP,,7,2,1750,300,Харьков,до 200 человек,m,37,Высшее,средний,13/06/2013 16:05:51,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.91 Safari/537.11"
,Senior QA engineer,,Manual QA,7.5,1,2600,100,Львов,до 200 человек,m,28,Высшее,выше среднего,13/06/2013 16:27:57,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior QA engineer,,General QA,3,0.25,2600,1400,Киев,свыше 1000 человек,m,25,Незаконченное высшее,ниже среднего,13/06/2013 16:28:03,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36"
,Senior Project Manager / Program Manager,,,10 и более лет,меньше 3 месяцев,2250,250,Киев,до 50 человек,f,35,Два высших,средний,13/06/2013 16:29:28,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20100101 Firefox/21.0
,QA engineer,,General QA,2,2,900,250,Киев,до 1000 человек,m,25,Два высших,ниже среднего,13/06/2013 16:31:40,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20100101 Firefox/21.0
,Software Engineer,C#/.NET,,5.5,5.5,1500,80,Львов,до 50 человек,m,25,Высшее,средний,13/06/2013 16:32:48,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Junior QA engineer,,Manual QA,0.75,0.75,350,0,Львов,до 1000 человек,m,24,Два высших,средний,13/06/2013 16:34:51,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior Software Engineer,Objective-C,,6,0.25,3800,400,Одесса,до 50 человек,m,26,Высшее,продвинутый,13/06/2013 16:36:12,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10B143"
,Software Engineer,PHP,,2,2,1300,600,Запорожье,до 50 человек,m,23,Высшее,средний,13/06/2013 16:49:30,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.97 Safari/537.22"
,Junior QA engineer,,Manual QA,1.25,1.25,650,300,Львов,до 1000 человек,m,27,Два высших,продвинутый,13/06/2013 16:59:47,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Junior QA engineer,,Manual QA,1.25,1.25,550,300,Львов,до 1000 человек,f,28,Высшее,продвинутый,13/06/2013 17:01:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36"
,Senior QA engineer,,Automation QA,1.5,0.25,2200,300,Киев,до 1000 человек,m,23,Высшее,выше среднего,13/06/2013 17:07:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,QA engineer,,Manual QA,3,3,1000,0,Херсон,до 1000 человек,f,27,Высшее,выше среднего,13/06/2013 17:21:21,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,QA engineer,,Manual QA,3.5,2,1500,500,Харьков,до 1000 человек,f,24,Высшее,средний,13/06/2013 17:27:42,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36"
,QA engineer,,General QA,2,1.5,1000,1250,Киев,свыше 1000 человек,f,25,Высшее,средний,13/06/2013 17:34:43,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior Software Engineer,C++,,5.5,2.5,3100,850,Киев,до 50 человек,m,25,Высшее,выше среднего,13/06/2013 17:46:32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Junior QA engineer,,Automation QA,1.5,1.5,1300,600,Севастополь,до 50 человек,m,25,Незаконченное высшее,ниже среднего,13/06/2013 17:47:54,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior Software Engineer,Python,,9,1.5,2800,200,Львов,до 50 человек,m,27,Незаконченное высшее,средний,13/06/2013 17:51:16,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,C++,,5,3,2400,300,Львов,до 200 человек,m,26,Незаконченное высшее,средний,13/06/2013 18:03:16,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0
,Junior QA engineer,,Manual QA,0.75,0.75,760,0,Киев,до 10 человек,f,26,Высшее,ниже среднего,13/06/2013 18:05:32,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,SQL,,3,меньше 3 месяцев,1000,300,Киев,до 50 человек,m,27,Высшее,ниже среднего,13/06/2013 18:07:52,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20100101 Firefox/21.0
,QA Tech Lead,,General QA,6,1.5,2200,600,Днепропетровск,до 1000 человек,m,26,Высшее,выше среднего,13/06/2013 18:09:10,"Mozilla/5.0 (Linux; U; Android 4.1.2; ru-ru; GT-I9100 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
,Software Engineer,PHP,,5,3.5,1500,400,Херсон,до 50 человек,m,28,Высшее,ниже среднего,13/06/2013 18:09:17,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:21.0) Gecko/20100101 Firefox/21.0
,Software Engineer,JavaScript,,3.5,меньше 3 месяцев,3000,1000,Киев,до 10 человек,m,21,Незаконченное высшее,средний,13/06/2013 18:14:08,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,Java,,1,меньше 3 месяцев,1300,950,Львов,до 1000 человек,m,22,Высшее,средний,13/06/2013 18:19:07,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Junior Software Engineer,Java,,0.5,0.5,330,0,Львов,до 1000 человек,m,21,Незаконченное высшее,средний,13/06/2013 18:20:51,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Team lead,,,10 и более лет,8,2200,200,Харьков,до 50 человек,f,35,Высшее,средний,13/06/2013 18:21:21,Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0
,Software Engineer,C#/.NET,,5.5,5.5,1400,100,Львов,до 1000 человек,m,24,Высшее,выше среднего,13/06/2013 18:46:26,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior QA engineer,,Automation QA,5,3,2250,100,Львов,свыше 1000 человек,m,27,Два высших,выше среднего,13/06/2013 19:26:24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior QA engineer,,General QA,6,1,1800,0,Харьков,до 50 человек,f,30,Высшее,выше среднего,13/06/2013 19:27:28,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Junior QA engineer,,Manual QA,0.5,0.5,400,100,Львов,до 50 человек,f,23,Высшее,выше среднего,13/06/2013 20:34:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Technical Lead,C#/.NET,,7,2.5,1650,450,Донецк,до 50 человек,m,26,Высшее,средний,13/06/2013 21:04:57,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)
,Project manager,,,5,1.25,2450,150,Харьков,до 50 человек,m,34,Высшее,средний,13/06/2013 21:23:59,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior Software Engineer,C++,,6.5,2,2660,0,Киев,свыше 1000 человек,m,28,Среднее,выше среднего,13/06/2013 21:36:51,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Project manager,,,6,1.5,3000,500,Львов,свыше 1000 человек,m,27,Высшее,выше среднего,13/06/2013 21:42:02,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.15
,Software Engineer,Java,,6,0.5,2200,500,Киев,до 50 человек,m,29,Высшее,ниже среднего,13/06/2013 22:04:31,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Senior QA engineer,,Manual QA,5.5,3,2000,200,Киев,до 50 человек,m,28,Высшее,выше среднего,13/06/2013 22:05:38,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,QA engineer,,Manual QA,2.5,2.5,500,50,Львов,до 1000 человек,m,26,Высшее,средний,13/06/2013 22:06:09,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,PHP,,5,2.5,2000,600,Киев,до 50 человек,m,26,Высшее,ниже среднего,13/06/2013 22:08:14,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Senior Software Engineer,Java,,5,3,2500,150,Киев,до 200 человек,m,28,Высшее,выше среднего,13/06/2013 22:24:44,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Software Engineer,Delphi,,3,2.5,2100,400,Киев,до 200 человек,m,25,Высшее,средний,13/06/2013 22:25:15,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Software Engineer,C++,,6,1.5,2000,200,Львов,до 200 человек,m,26,Высшее,ниже среднего,13/06/2013 22:32:04,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20100101 Firefox/21.0
,Software Engineer,SQL,,2,1.25,1600,0,Киев,до 1000 человек,m,25,Высшее,средний,13/06/2013 22:49:34,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Software Engineer,PHP,,4,1,350,50,Харьков,до 50 человек,m,27,Высшее,выше среднего,13/06/2013 22:55:08,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:21.0) Gecko/20100101 Firefox/21.0
,QA engineer,,Manual QA,4,1.5,1600,1700,Львов,до 200 человек,m,29,Высшее,средний,13/06/2013 23:06:27,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Senior Software Engineer,JavaScript,,10 и более лет,меньше 3 месяцев,3300,400,Киев,до 1000 человек,m,30,Высшее,средний,13/06/2013 23:11:32,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
,Senior Software Engineer,Java,,5,0.5,3800,1000,Киев,до 1000 человек,m,27,Высшее,выше среднего,13/06/2013 23:34:25,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
,QA engineer,,General QA,2,0.25,1200,500,Киев,до 50 человек,m,22,Незаконченное высшее,выше среднего,14/06/2013 00:04:34,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Director of Engineering / Program Director,,,5,2,3000,500,Киев,до 10 человек,m,38,Высшее,выше среднего,14/06/2013 00:23:48,"Mozilla/5.0 (Linux; U; Android 4.1.2; ru-ru; GT-P3100 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30"
,Project manager,,,8,2.5,4200,500,Киев,до 1000 человек,m,34,Два высших,продвинутый,14/06/2013 00:24:01,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
