Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты за 12 месяцев,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Университет,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
HR,,,1,0.5,700,200,Львов,до 50 человек,Аутсорсинговая,f,25,Два высших,ЛНУ им. Франко,False,продвинутый,Веб-разработка,27/06/2017 11:56:28,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Sysadmin,,,5,2,765,0,Киев,до 10 человек,Продуктовая,m,37,Высшее,Другой вуз,False,элементарный,"Финансы и банки,eCommerce",27/06/2017 11:58:00,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0
Junior QA engineer,,Manual QA,меньше 3 месяцев,меньше 3 месяцев,135,0,Харьков,до 10 человек,Аутсорсинговая,f,28,Незаконченное высшее,ХНУ им. Каразина,False,средний,"Android,Веб-разработка",27/06/2017 12:00:39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
Junior Software Engineer,Python,,меньше 3 месяцев,меньше 3 месяцев,100,0,Харьков,до 50 человек,Аутсорсинговая,f,20,Высшее,НТУ «ХПИ»,True,ниже среднего,"Веб-разработка,eCommerce",27/06/2017 12:07:48,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Senior QA engineer,,Manual QA,5,5,1778,163,Львов,свыше 1000 человек,Аутсорсинговая,m,29,Высшее,Львовская Политехника,False,продвинутый,"iOS,Desktop Applications",27/06/2017 12:10:29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
Software Engineer,JavaScript,,3,0.5,2000,200,Киев,до 200 человек,Продуктовая,m,22,Незаконченное высшее,Другой вуз,False,средний,Веб-разработка,27/06/2017 12:16:43,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Junior Software Engineer,C#/.NET,,0.5,0.5,600,4000,Днепр,до 10 человек,Аутсорсинговая,f,23,Высшее,ДНУ им. Гончара,False,средний,"Android,iOS",27/06/2017 12:18:47,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Technical Lead,Other,,2,1.5,2300,1000,Киев,до 50 человек,Аутстаффинговая,m,23,Высшее,НТУУ «КПИ»,True,выше среднего,Корпоративные системы,27/06/2017 12:24:42,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 4 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"
QA Tech Lead,,Manual QA,8,2,2565,471,Киев,свыше 1000 человек,Аутсорсинговая,f,26,Высшее,Другой вуз,False,продвинутый,"Веб-разработка,Финансы и банки",27/06/2017 12:30:15,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Junior Software Engineer,PHP,,1.5,меньше 3 месяцев,400,150,Харьков,до 50 человек,Аутсорсинговая,f,23,Высшее,ХНУ им. Каразина,False,ниже среднего,"Веб-разработка,eCommerce",27/06/2017 12:38:34,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Junior Software Engineer,JavaScript,,меньше 3 месяцев,меньше 3 месяцев,600,0,Киев,до 200 человек,Продуктовая,f,25,Высшее,ДонНУ,False,выше среднего,Веб-разработка,27/06/2017 12:39:14,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36"
Senior Software Engineer,PHP,,5,меньше 3 месяцев,2700,650,Харьков,до 10 человек,Продуктовая,m,32,Высшее,НТУ «ХПИ»,False,выше среднего,"Веб-разработка,Корпоративные системы",27/06/2017 12:42:32,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Junior Software Engineer,Swift,,1,0.5,600,250,Киев,до 10 человек,Аутсорсинговая,m,25,Высшее,Другой вуз,False,выше среднего,iOS,27/06/2017 12:52:58,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.1 Safari/603.1.30"
Software Engineer,PHP,,4,2,1700,100,Киев,до 200 человек,Продуктовая,m,26,Высшее,СумГУ,False,средний,Веб-разработка,27/06/2017 12:53:34,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
Senior Software Engineer,C#/.NET,,10 и более лет,0.5,2500,0,Одесса,до 10 человек,Аутсорсинговая,m,44,Высшее,Другой вуз,False,средний,Веб-разработка,27/06/2017 13:15:22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Designer,,,0.5,0.25,300,150,Харьков,до 10 человек,Аутсорсинговая,f,23,Высшее,ХНУ им. Каразина,True,ниже среднего,"Веб-разработка,Gamedev",27/06/2017 13:27:35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Designer,,,6,3,1700,200,Харьков,до 50 человек,Продуктовая,f,28,Высшее,Другой вуз,False,средний,,27/06/2017 13:28:10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Junior QA engineer,,Manual QA,1,1,400,100,Харьков,до 1000 человек,Продуктовая,m,21,Незаконченное высшее,ХНУРЭ,True,средний,"Android,iOS",27/06/2017 13:30:44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36"
Project manager,,,1,меньше 3 месяцев,400,0,Киев,до 200 человек,Продуктовая,m,21,Высшее,НТУУ «КПИ»,True,продвинутый,"Android,Desktop Applications",27/06/2017 13:30:59,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0
Project manager,,,3,1,600,50,Харьков,до 50 человек,Аутсорсинговая,f,28,Высшее,ХНУРЭ,False,выше среднего,"iOS,Веб-разработка",27/06/2017 13:34:11,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36"
Junior QA engineer,,Manual QA,1.5,меньше 3 месяцев,350,150,Харьков,до 1000 человек,Аутсорсинговая,m,34,Высшее,НТУ «ХПИ»,False,ниже среднего,"Android,iOS",27/06/2017 13:47:07,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
Software Engineer,PHP,,3,3,1500,300,Львов,до 50 человек,Аутсорсинговая,m,26,Высшее,Другой вуз,False,средний,Веб-разработка,27/06/2017 13:47:23,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.100 Safari/537.36"
Junior Software Engineer,Python,,1.5,меньше 3 месяцев,800,500,Киев,до 10 человек,Стартап,m,22,Незаконченное высшее,НТУУ «КПИ»,False,ниже среднего,"Веб-разработка,eCommerce",27/06/2017 13:51:34,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Software Engineer,Java,,2,2,1600,650,Львов,до 50 человек,Аутстаффинговая,m,22,Техникум / Колледж,,False,выше среднего,Веб-разработка,27/06/2017 13:53:59,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Team lead,,,1,3,1400,250,Киев,до 200 человек,Аутсорсинговая,m,24,Высшее,Другой вуз,False,выше среднего,Веб-разработка,27/06/2017 14:14:57,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36"
Software Engineer,Java,,3,3,2600,750,Днепр,свыше 1000 человек,Аутсорсинговая,m,27,Высшее,НметАУ,False,средний,"Веб-разработка,Корпоративные системы",27/06/2017 14:25:01,"Mozilla/5.0 (Linux; Android 4.2.2; Nexus 7 Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.78 Safari/537.36 OPR/30.0.1856.93524"
Project manager,,,5,2,7300,500,Киев,до 50 человек,Продуктовая,f,34,Высшее,Львовская Политехника,False,выше среднего,"Android,iOS",27/06/2017 14:35:00,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0
Project manager,,,1.5,1.5,1700,260,Львов,до 10 человек,Аутсорсинговая,f,30,Высшее,Львовская Политехника,False,продвинутый,"Веб-разработка,Корпоративные системы",27/06/2017 14:38:50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Software Engineer,JavaScript,,3,0.25,2500,1000,Киев,до 1000 человек,Аутсорсинговая,m,24,Высшее,НТУУ «КПИ»,False,выше среднего,Веб-разработка,27/06/2017 14:39:08,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Designer,,,0.5,0.5,200,0,Киев,до 10 человек,Другая,m,47,Высшее,ДонНТУ,False,средний,"iOS,Веб-разработка",27/06/2017 14:44:44,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36"
Senior QA engineer,,Manual QA,6,3,1950,300,Харьков,до 200 человек,Продуктовая,f,37,Высшее,НТУ «ХПИ»,False,средний,Веб-разработка,27/06/2017 14:44:57,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0
Software Engineer,PHP,,10 и более лет,3,1762,236,Днепр,до 1000 человек,Другая,m,31,Незаконченное высшее,НАУ,False,средний,"Веб-разработка,Корпоративные системы",27/06/2017 14:45:11,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36"
Software Engineer,PHP,,2,1,1000,1150,Днепр,до 1000 человек,Другая,m,25,Среднее,,False,средний,Веб-разработка,27/06/2017 14:49:44,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36"
Software Engineer,JavaScript,,4,3,1400,300,Херсон,до 200 человек,Аутсорсинговая,m,35,Среднее,,False,выше среднего,Веб-разработка,27/06/2017 14:56:30,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Software Engineer,Objective-C,,2,2,1600,400,Киев,до 50 человек,Аутсорсинговая,m,23,Высшее,НТУУ «КПИ»,False,средний,iOS,27/06/2017 15:01:43,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4"
Senior QA engineer,,General QA,8,5,3000,200,Киев,до 200 человек,Продуктовая,f,33,Высшее,КНУ им. Шевченко,False,выше среднего,eCommerce,27/06/2017 15:06:53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Support,,,1,0.5,450,0,Киев,до 50 человек,Аутсорсинговая,m,22,Незаконченное высшее,НУПТ,False,выше среднего,Другое,27/06/2017 15:22:19,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Senior Software Engineer,PHP,,10 и более лет,5,3400,400,Киев,до 50 человек,Продуктовая,m,28,Высшее,КНУ им. Шевченко,False,выше среднего,Веб-разработка,27/06/2017 15:26:41,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36"
Junior Software Engineer,Ruby/Rails,,1,меньше 3 месяцев,730,350,Киев,до 50 человек,Продуктовая,m,22,Высшее,НТУУ «КПИ»,True,выше среднего,Веб-разработка,27/06/2017 15:30:59,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36"
Project manager,,,меньше 3 месяцев,меньше 3 месяцев,2500,0,Киев,до 200 человек,Продуктовая,m,31,Высшее,НАУ,False,средний,"Android,iOS",27/06/2017 15:42:27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Software Engineer,C++,,4,4,1000,500,Ровно,до 10 человек,Стартап,m,22,Высшее,Другой вуз,False,средний,Gamedev,27/06/2017 15:44:13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
QA engineer,,General QA,7,2,2500,100,Киев,свыше 1000 человек,Аутстаффинговая,m,29,Высшее,НУПТ,False,средний,Веб-разработка,27/06/2017 15:45:05,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Senior QA engineer,,General QA,6,6,1570,100,Харьков,до 1000 человек,Аутсорсинговая,m,32,Высшее,ХАИ,False,средний,Embedded,27/06/2017 15:53:48,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36"
DevOps,,,0.25,4,800,400,Львов,свыше 1000 человек,Аутсорсинговая,m,28,Высшее,Львовская Политехника,False,ниже среднего,"Веб-разработка,Телекоммуникации",27/06/2017 16:31:52,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Software Engineer,C#/.NET,,10 и более лет,3,3080,250,Удаленно,до 10 человек,Продуктовая,m,38,Незаконченное высшее,НАУ,True,выше среднего,"Desktop Applications,Другое",27/06/2017 16:45:16,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Senior Software Engineer,JavaScript,,1.5,меньше 3 месяцев,2800,1100,Киев,свыше 1000 человек,Аутстаффинговая,m,27,Незаконченное высшее,КНЭУ,False,продвинутый,"Веб-разработка,Финансы и банки",27/06/2017 16:45:24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Junior Software Engineer,JavaScript,,0.25,0.25,300,0,Харьков,до 10 человек,Другая,m,22,Незаконченное высшее,ХНЭУ,True,ниже среднего,Веб-разработка,27/06/2017 17:01:06,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
QA engineer,,Automation QA,2,1,1000,400,Одесса,до 50 человек,Продуктовая,m,28,Высшее,Другой вуз,False,выше среднего,Веб-разработка,27/06/2017 17:11:01,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0
HTML coder,,,меньше 3 месяцев,0.5,1000,0,Днепр,до 50 человек,Аутстаффинговая,m,30,Среднее,,True,элементарный,Финансы и банки,27/06/2017 17:12:28,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0
Marketing,,,4,1,760,0,Харьков,свыше 1000 человек,Аутстаффинговая,f,27,Высшее,НТУ «ХПИ»,False,выше среднего,Другое,27/06/2017 17:17:38,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
