Submitted at,Ваша основна зайнятість в ІТ зараз...,"ЗАРПЛАТА / СУМАРНИЙ ДОХІД в IT у $$$ за місяць, лише ставка 
ЧИСТИМИ - після сплати податків",Всі бонуси (на місяць),Тайтл,Категорія,Почніть вводити і оберіть вашу ОСНОВНУ посаду зі списку,"У якій сфері проєкт, в якому ви зараз працюєте?",Вкажіть вашу основну спеціалізацію,Чи використовуєте ви у своїй роботі мови програмування (одну чи декілька)?,Основна мова програмування,"Основний напрям роботи компанії, в якій працюєте",Кількість спеціалістів у вашій компанії в Україні,Загальний стаж роботи за нинішньою ІТ-спеціальністю,Знання англійської мови,Де ви зараз живете?,За яким напрямом ви навчалися / навчаєтеся у виші?,Ваш вік
2025-06-27 18:15:29,Працюю в IT-компанії / ІТ-департаменті,1000,250,Middle,Marketing,Product Marketing Manager,"SaaS, Security, Telecom",,"Ні, не використовую",,"ІТ-відділ в НЕ ІТ-компанії (банк, телеком, ритейл тощо)",понад 1000,1.5,Intermediate,В Україні,"Суспільно-економічні науки (економіка, соціологія)",24
2025-06-27 18:27:59,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),11000,0,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","Edtech / Education, Mobile",Mobile розробка,,Dart,Продуктова,до 50,5,Pre-Intermediate,"За кордоном, але планую повернутися","Природничі науки (фізика, хімія, біологія)",28
2025-06-27 18:37:08,Втратив(-ла) роботу / звільнився(-лася) і шукаю нову,1800,0,Middle,QA,Manual QA,"Embedded, Telecom",,"Ні, не використовую",,Аутстафінгова,до 200,5,Upper-Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",40
2025-06-27 18:40:54,Працюю в IT-компанії / ІТ-департаменті,7000,0,Senior,DevOps,Infrastructure Engineer,E-commerce,,"Так, використовую",Bash / Shell,Продуктова,до 200,7,Upper-Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",30
2025-06-27 18:50:08,Працюю в IT-компанії / ІТ-департаменті,1700,0,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","Adtech / Advertising / Marketing, Enterprise",Full Stack розробка,,PHP,Аутстафінгова,до 200,6,Advanced,"За кордоном, але планую повернутися","Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",26
2025-06-27 18:53:50,Працюю в IT-компанії / ІТ-департаменті,1550,0,Junior,DS,Data Engineer / Big Data Engineer,"Big Data, Data Science, Fintech / Banking / Capital Management",,"Так, використовую",Python,"ІТ-відділ в НЕ ІТ-компанії (банк, телеком, ритейл тощо)",понад 1000,1,Intermediate,В Україні,"Природничі науки (фізика, хімія, біологія)",27
2025-06-27 18:55:09,Працюю в IT-компанії / ІТ-департаменті,3500,0,Senior,QA,Manual QA,Wellbeing / Sports,,"Ні, не використовую",,Сервісна (аутсорсингова),до 1000,6,Advanced,В Україні,Інші гуманітарні та суспільні науки,29
2025-06-27 19:02:02,Працюю в IT-компанії / ІТ-департаменті,5000,0,Head,Marketing,Head of Marketing,"Fintech / Banking / Capital Management, Blockchain",,"Так, використовую",Python,Стартап,до 50,10,Advanced,"За кордоном, але планую повернутися","Суспільно-економічні науки (економіка, соціологія)",39
2025-06-27 19:14:37,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),3000,0,Немає тайтлу,Analyst,Business Analyst (BA),Adtech / Advertising / Marketing,,"Ні, не використовую",,Продуктова,до 50,7,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",39
2025-06-27 19:23:49,Працюю в IT-компанії / ІТ-департаменті,1300,0,Junior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",E-commerce,Front-end розробка,,JavaScript,Стартап,до 50,2,Upper-Intermediate,В Україні,Інші гуманітарні та суспільні науки,34
2025-06-27 19:25:13,Працюю в IT-компанії / ІТ-департаменті,3200,0,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Hospitality,Back-end розробка,,SQL,Продуктова,до 1000,4,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",23
2025-06-27 19:29:54,Працюю в IT-компанії / ІТ-департаменті,2200,0,Middle,QA,General QA,GameDev,,"Ні, не використовую",,Продуктова,до 50,4,Pre-Intermediate,В Україні,Інші гуманітарні та суспільні науки,39
2025-06-27 19:30:59,Працюю в IT-компанії / ІТ-департаменті,10500,0,Head,DS,Data Scientist,Adtech / Advertising / Marketing,,"Так, використовую",Python,Продуктова,до 10 спеціалістів,8,Advanced,"За кордоном, але планую повернутися","Природничі науки (фізика, хімія, біологія)",32
2025-06-27 19:31:05,Працюю в IT-компанії / ІТ-департаменті,2300,83.3333333333333,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Manufacturing,Back-end розробка,,C++,Продуктова,до 50,3,Upper-Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",26
2025-06-27 19:31:45,Працюю в IT-компанії / ІТ-департаменті,1700,0,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",E-commerce,Full Stack розробка,,PHP,Аутстафінгова,до 200,5,Intermediate,В Україні,зооінженерія,30
2025-06-27 19:32:26,Працюю в IT-компанії / ІТ-департаменті,590,41.6666666666667,Немає тайтлу,Security,Information security specialist,Security,,"Ні, не використовую",,Сервісна (аутсорсингова),до 1000,1.5,Advanced,В Україні,Інші гуманітарні та суспільні науки,24
2025-06-27 19:35:43,Працюю в IT-компанії / ІТ-департаменті,650,500,Немає тайтлу,Analyst,Data Analyst,"Business Intelligence / Data Warehouse, Medtech / Healthcare, Різнопланові проєкти, немає одного основного (HR etc)",,"Так, використовую",R,Державне підприємство / установа,до 1000,1,Upper-Intermediate,В Україні,"Суспільно-економічні науки (економіка, соціологія)",21
2025-06-27 19:45:09,Працюю в IT-компанії / ІТ-департаменті,2200,0,Middle,Design,Motion Designer,Medtech / Healthcare,,"Ні, не використовую",,Продуктова,до 200,3,Intermediate,В Україні,Інші гуманітарні та суспільні науки,31
2025-06-27 19:51:31,Працюю в IT-компанії / ІТ-департаменті,1980,0,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","E-commerce, Retail / marketplace",Back-end розробка,,C# / .NET,Аутстафінгова,до 50,4,Upper-Intermediate,В Україні,"Точні науки (математика, інформатика)",23
2025-06-27 19:52:06,Працюю в IT-компанії / ІТ-департаменті,2700,0,Senior,HR,HR Business Partner,Big Data,,"Ні, не використовую",,Аутстафінгова,до 200,8,Upper-Intermediate,В Україні,Інші гуманітарні та суспільні науки,31
2025-06-27 20:05:26,Працюю в IT-компанії / ІТ-департаменті,7000,0,Architect,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Automotive,Embedded,,C++,Сервісна (аутсорсингова),понад 1000,3,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",42
