,Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Пол,Возраст,Образование,Уровень английского,Дата заполнения,User-Agent
,Junior Software Engineer,Other,,10 и более лет,10 и более лет,600,1,Тернополь,до 10 человек,m,30,Среднее,элементарный,11/01/2013 11:26:35,"Mozilla/5.0 (Windows NT 5.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
,Senior Software Engineer,Java,,10 и более лет,0.5,3500,300,Днепропетровск,до 50 человек,m,36,Кандидат,выше среднего,11/01/2013 11:26:50,Opera/9.80 (X11; Linux x86_64; U; ru) Presto/2.10.289 Version/12.00
,Technical Lead,Java,,10 и более лет,2.5,3000,0,Киев,до 50 человек,m,31,Высшее,продвинутый,11/01/2013 11:28:43,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Бизнес-аналитик,,,3,3,1400,500,Херсон,до 1000 человек,f,24,Высшее,продвинутый,11/01/2013 11:41:15,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Системный администратор,,,10 и более лет,3,1500,200,Киев,до 10 человек,m,35,Высшее,средний,11/01/2013 11:50:28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17"
,Senior Software Engineer,Other,,10 и более лет,1.25,2000,0,Киев,до 10 человек,m,37,Два высших,продвинутый,11/01/2013 11:57:53,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2"
,Junior Software Engineer,Java,,меньше 3 месяцев,меньше 3 месяцев,500,0,Харьков,до 10 человек,m,34,Среднее,элементарный,11/01/2013 12:08:27,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Системный администратор,,,10 и более лет,0.75,6000,3000,Киев,до 50 человек,m,29,Незаконченное высшее,выше среднего,11/01/2013 12:20:42,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,Delphi,,10 и более лет,7,2400,300,Харьков,до 50 человек,m,29,Высшее,средний,11/01/2013 12:21:31,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,Objective-C,,1.25,1.25,550,0,Одесса,до 10 человек,m,24,Незаконченное высшее,средний,11/01/2013 12:29:15,Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.12
,Junior Software Engineer,Objective-C,,меньше 3 месяцев,меньше 3 месяцев,550,0,Одесса,до 10 человек,m,20,Незаконченное высшее,элементарный,11/01/2013 12:39:32,Opera/9.80 (iPhone; Opera Mini/7.0.5/28.3445; U; en) Presto/2.8.119 Version/11.10
,QA engineer,,General QA,2,0.5,1000,-200,Киев,до 50 человек,f,23,Высшее,средний,11/01/2013 12:46:13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,QA engineer,,Manual QA,5,5,800,0,Киев,до 50 человек,m,35,Высшее,выше среднего,11/01/2013 12:52:49,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,Flex/Flash/AIR,,3,1,2500,0,Киев,до 10 человек,m,27,Высшее,средний,11/01/2013 12:57:02,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Системный администратор,,,4,1,600,0,Киев,до 10 человек,m,23,Незаконченное высшее,выше среднего,11/01/2013 13:20:49,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,C#/.NET,,1.25,1.25,900,200,Севастополь,до 50 человек,m,35,Высшее,ниже среднего,11/01/2013 13:45:43,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17"
,Project manager,,,1.5,2.5,2400,500,Винница,до 50 человек,m,25,Высшее,средний,11/01/2013 13:58:22,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,HR,,,5,2.5,1000,0,Киев,до 10 человек,m,30,Два высших,средний,11/01/2013 14:11:41,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Team lead,,,0.5,1.5,3000,400,Киев,свыше 1000 человек,m,27,Высшее,продвинутый,11/01/2013 14:38:50,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11 AlexaToolbar/alxg-3.1"
,Software Engineer,C#/.NET,,4,4,925,200,Житомир,до 200 человек,m,30,Высшее,средний,11/01/2013 14:41:06,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,SQL,,5,0.5,1900,400,Киев,свыше 1000 человек,m,25,Высшее,средний,11/01/2013 14:48:21,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,C,,10 и более лет,меньше 3 месяцев,3000,500,Киев,до 10 человек,m,46,Высшее,продвинутый,11/01/2013 15:00:44,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0
,System Architect,PHP,,10 и более лет,7,3000,1100,Киев,до 200 человек,m,30,Высшее,выше среднего,11/01/2013 15:06:33,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17"
,Software Engineer,Java,,2,2,1800,500,Киев,до 1000 человек,m,25,Высшее,средний,11/01/2013 15:06:51,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C#/.NET,,2.5,0.5,2100,900,Львов,до 50 человек,m,21,Незаконченное высшее,выше среднего,11/01/2013 15:07:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4"
,Project manager,,,2,меньше 3 месяцев,700,0,Киев,до 10 человек,m,26,Высшее,средний,11/01/2013 15:07:15,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Project manager,,,1.75,1.75,600,0,Днепропетровск,до 200 человек,f,23,Незаконченное высшее,ниже среднего,11/01/2013 15:07:27,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,Objective-C,,6,6,1800,400,Харьков,до 1000 человек,m,26,Высшее,выше среднего,11/01/2013 15:07:38,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17"
,Junior Software Engineer,PHP,,1,1,400,100,Днепропетровск,до 10 человек,m,19,Незаконченное высшее,средний,11/01/2013 15:08:53,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior QA engineer,,Automation QA,10 и более лет,0.5,3000,400,Киев,до 10 человек,m,34,Незаконченное высшее,продвинутый,11/01/2013 15:09:17,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Junior Software Engineer,Ruby/Rails,,меньше 3 месяцев,меньше 3 месяцев,400,0,Львов,до 50 человек,m,24,Высшее,выше среднего,11/01/2013 15:10:25,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,Objective-C,,4,3,2000,400,Харьков,до 200 человек,m,27,Высшее,выше среднего,11/01/2013 15:13:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17"
,Системный администратор,,,4,1,1500,300,Киев,до 50 человек,m,28,Среднее,ниже среднего,11/01/2013 15:13:36,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:16.0) Gecko/20100101 Firefox/16.0
,QA engineer,,Manual QA,2.5,меньше 3 месяцев,1500,400,Киев,до 50 человек,f,25,Высшее,выше среднего,11/01/2013 15:14:06,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,QA engineer,,General QA,3.5,1.5,1500,800,Киев,до 1000 человек,f,23,Высшее,продвинутый,11/01/2013 15:15:15,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11"
,Software Engineer,C++,,5,5,800,100,Житомир,до 50 человек,m,28,Высшее,ниже среднего,11/01/2013 15:16:10,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Technical Lead,Objective-C,,2,1,2800,0,Харьков,до 10 человек,m,23,Незаконченное высшее,выше среднего,11/01/2013 15:18:59,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Software Engineer,C++,,10 и более лет,0.5,1500,-600,Севастополь,до 10 человек,m,37,Высшее,продвинутый,11/01/2013 15:22:04,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:18.0) Gecko/20100101 Firefox/18.0
,Software Engineer,C#/.NET,,3.5,0.5,2500,500,Киев,свыше 1000 человек,m,27,Два высших,выше среднего,11/01/2013 15:23:12,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
,Senior Software Engineer,C#/.NET,Automation QA,7,3,2600,200,Киев,до 200 человек,m,26,Высшее,средний,11/01/2013 15:25:04,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0
,QA engineer,,Manual QA,1,1,850,200,Киев,до 1000 человек,m,24,Два высших,средний,11/01/2013 15:29:16,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.60 Safari/537.1"
,Technical Lead,Objective-C,,4,0.75,4000,1500,Одесса,до 10 человек,m,24,Незаконченное высшее,выше среднего,11/01/2013 15:29:50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Системный администратор,,,4,1,1700,300,Киев,до 50 человек,m,22,Высшее,продвинутый,11/01/2013 15:32:49,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Дизайнер,,,9.5,6,8900,0,Киев,до 10 человек,m,20,Среднее,продвинутый,11/01/2013 15:34:12,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Software Engineer,Python,,1.75,1.75,550,180,Черкассы,до 10 человек,f,23,Высшее,ниже среднего,11/01/2013 15:35:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,Python,,3,0.25,1400,900,Киев,до 200 человек,m,24,Два высших,выше среднего,11/01/2013 15:36:42,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Project manager,,,3,0.25,630,100,Киев,до 50 человек,m,23,Высшее,выше среднего,11/01/2013 15:36:43,Mozilla/5.0 (Windows NT 5.1; rv:18.0) Gecko/20100101 Firefox/18.0
,Software Engineer,PHP,,5,0.5,450,50,Харьков,до 50 человек,m,24,Высшее,средний,11/01/2013 15:36:57,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:18.0) Gecko/20100101 Firefox/18.0
,Системный администратор,,,6,4.5,1350,200,Харьков,до 200 человек,m,28,Высшее,ниже среднего,11/01/2013 15:37:44,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Technical Lead,Python,,5,5,1500,500,Киев,до 50 человек,m,26,Высшее,средний,11/01/2013 15:38:04,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Technical Lead,Other,,9,5,1500,200,Харьков,до 10 человек,m,34,Высшее,средний,11/01/2013 15:39:53,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11 AlexaToolbar/alxg-3.1"
,Software Engineer,PHP,,1.75,1.75,490,120,Ивано-Франковск,до 10 человек,m,23,Высшее,ниже среднего,11/01/2013 15:40:26,Opera/9.80 (X11; Linux x86_64) Presto/2.12.388 Version/12.12
,Senior Software Engineer,Objective-C,,5,3,2600,800,Харьков,до 50 человек,m,26,Высшее,средний,11/01/2013 15:41:05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,System Architect,C#/.NET,,1,1,4500,1000,Харьков,до 50 человек,m,28,Высшее,продвинутый,11/01/2013 15:41:26,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,C#/.NET,,6.5,0.5,3450,800,Киев,свыше 1000 человек,m,26,Высшее,средний,11/01/2013 15:42:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,QA Tech Lead,,Automation QA,3,1.5,2000,1000,Киев,до 200 человек,m,23,Высшее,выше среднего,11/01/2013 15:42:35,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,QA engineer,,Manual QA,1,0.5,1000,0,Киев,до 200 человек,m,26,Высшее,средний,11/01/2013 15:42:45,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,Java,,8.5,0.75,3200,800,Львов,до 200 человек,m,30,Высшее,выше среднего,11/01/2013 15:43:04,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,Java,,4,0.5,3000,1000,Киев,до 1000 человек,m,24,Высшее,продвинутый,11/01/2013 15:43:18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Team lead,,General QA,1.5,1,1500,875,Киев,до 50 человек,m,24,Высшее,средний,11/01/2013 15:45:00,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Project manager,,,6,4,1500,0,Киев,до 10 человек,m,26,Незаконченное высшее,ниже среднего,11/01/2013 15:45:36,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Software Engineer,C#/.NET,,2,2,650,120,Львов,до 10 человек,m,24,Высшее,ниже среднего,11/01/2013 15:47:36,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:21.0) Gecko/20130109 Firefox/21.0
,Software Engineer,PHP,,1.75,0.75,850,0,Харьков,до 10 человек,m,23,Высшее,средний,11/01/2013 15:47:40,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.4 (KHTML, like Gecko) Ubuntu/12.10 Chromium/22.0.1229.94 Chrome/22.0.1229.94 Safari/537.4"
,HR,,,10 и более лет,3.5,5000,1000,Киев,свыше 1000 человек,f,30,Высшее,продвинутый,11/01/2013 15:49:09,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,Ruby/Rails,,1.75,0.25,2700,1700,Киев,до 50 человек,m,26,Незаконченное высшее,средний,11/01/2013 15:53:03,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Technical Lead,C++,,6,0.5,3000,1800,Киев,свыше 1000 человек,m,24,Высшее,средний,11/01/2013 15:53:30,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Бизнес-аналитик,,,8,1.75,2000,100,Днепропетровск,до 200 человек,f,29,Высшее,продвинутый,11/01/2013 15:53:52,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0
,Senior Software Engineer,Perl,,10 и более лет,7,2200,500,Одесса,до 10 человек,m,35,Два высших,средний,11/01/2013 15:53:52,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior QA engineer,,Manual QA,1,1,500,200,Львов,до 200 человек,f,27,Высшее,выше среднего,11/01/2013 15:57:05,Mozilla/5.0 (Windows NT 5.1; rv:18.0) Gecko/20100101 Firefox/18.0
,Junior QA engineer,,Manual QA,1.25,1.25,1000,400,Харьков,до 1000 человек,m,30,Незаконченное высшее,средний,11/01/2013 15:58:23,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,Java,,3.5,1,3500,300,Львов,свыше 1000 человек,m,33,Высшее,выше среднего,11/01/2013 15:59:20,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Senior Software Engineer,C#/.NET,,5,1,3700,700,Киев,свыше 1000 человек,m,23,Высшее,выше среднего,11/01/2013 15:59:46,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Project manager,,,9,1.5,3900,200,Харьков,до 200 человек,m,31,Высшее,выше среднего,11/01/2013 16:01:39,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0
,Senior Software Engineer,PHP,,9,3.5,900,100,Хмельницкий,до 10 человек,m,26,Высшее,ниже среднего,11/01/2013 16:02:55,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
,Junior Software Engineer,C#/.NET,,1,1,810,430,Днепропетровск,до 1000 человек,m,25,Высшее,ниже среднего,11/01/2013 16:04:12,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
