Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
Software Engineer,Java,,5,3,1000,150,Харьков,до 50 человек,Аутсорсинговая,m,35,Высшее,False,выше среднего,Android,09/06/2014 08:46:53,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Системный администратор,,,3.5,3.5,1000,100,Харьков,до 1000 человек,Аутсорсинговая,m,28,Высшее,False,ниже среднего,Корпоративные системы,09/06/2014 09:15:24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,Java,,1.5,0.25,1250,400,Днепропетровск,свыше 1000 человек,Аутсорсинговая,m,23,Высшее,False,средний,"Веб-разработка,Телекоммуникации",09/06/2014 09:23:42,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Software Engineer,C#/.NET,,8,3,2750,500,Винница,до 1000 человек,Продуктовая,m,27,Высшее,False,средний,Веб-разработка,09/06/2014 09:58:51,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 OPR/22.0.1471.50"
Support,,,10 и более лет,0.5,1500,0,Харьков,до 200 человек,Аутсорсинговая,m,34,Техникум / Колледж,False,ниже среднего,"Телекоммуникации,Корпоративные системы",09/06/2014 10:20:21,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:32.0) Gecko/20100101 Firefox/32.0
System Architect,Java,,3.5,0.75,4500,750,Киев,свыше 1000 человек,Аутстаффинговая,m,24,Высшее,False,продвинутый,Финансы и банки,09/06/2014 10:35:07,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0
Junior Software Engineer,JavaScript,,1.5,1,1000,300,Харьков,до 10 человек,Стартап,m,23,Незаконченное высшее,False,элементарный,"Windows Phone,Веб-разработка",09/06/2014 10:39:05,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,Perl,,2,2,800,300,Черкассы,до 50 человек,Продуктовая,m,21,Незаконченное высшее,True,средний,Веб-разработка,09/06/2014 10:55:03,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,JavaScript,,4,2,1700,500,Киев,до 1000 человек,Аутсорсинговая,m,28,Высшее,False,средний,eCommerce,09/06/2014 11:22:27,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Senior Software Engineer,Java,,3,меньше 3 месяцев,2000,1300,Запорожье,свыше 1000 человек,Стартап,m,29,Два высших,False,элементарный,Веб-разработка,09/06/2014 11:30:13,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Director of Engineering / Program Director,,,7,6,4000,0,Киев,до 200 человек,Другая,m,30,Высшее,False,продвинутый,Корпоративные системы,09/06/2014 11:38:13,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Software Engineer,JavaScript,,2,1.25,300,0,Харьков,до 10 человек,Стартап,m,22,Незаконченное высшее,True,элементарный,"Веб-разработка,Gamedev",09/06/2014 11:41:54,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:29.0) Gecko/20100101 Firefox/29.0
Senior Software Engineer,JavaScript,,2.5,2,1500,700,Днепропетровск,свыше 1000 человек,Аутсорсинговая,m,21,Техникум / Колледж,False,средний,"Веб-разработка,Финансы и банки",09/06/2014 11:56:53,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,Java,,3,2,1800,600,Киев,до 1000 человек,Аутсорсинговая,m,24,Незаконченное высшее,True,средний,Веб-разработка,09/06/2014 11:59:02,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
Director of Engineering / Program Director,,,10 и более лет,5,5000,0,Киев,до 200 человек,Другая,m,35,Незаконченное высшее,False,продвинутый,Корпоративные системы,09/06/2014 12:13:09,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,PHP,,4,1,1000,300,Киев,до 200 человек,Аутсорсинговая,m,25,Высшее,False,средний,"Веб-разработка,eCommerce",09/06/2014 12:23:50,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Junior Software Engineer,Java,,1.5,1.5,825,0,Киев,до 50 человек,Аутсорсинговая,m,21,Незаконченное высшее,True,средний,"Веб-разработка,eCommerce",09/06/2014 12:44:36,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Junior Software Engineer,Java,,1.75,0.5,1400,300,Киев,свыше 1000 человек,Аутсорсинговая,m,22,Незаконченное высшее,True,ниже среднего,"Веб-разработка,Корпоративные системы",09/06/2014 12:53:34,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Junior QA engineer,,Manual QA,1.25,1,166,0,Львов,до 50 человек,Аутсорсинговая,m,22,Высшее,False,средний,Телекоммуникации,09/06/2014 12:54:38,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Junior Software Engineer,Java,,3.5,2.5,2000,500,Донецк,до 50 человек,Продуктовая,m,26,Высшее,False,ниже среднего,Android,09/06/2014 13:09:06,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,PHP,,2,0.25,600,0,Киев,до 10 человек,Другая,m,26,Среднее,False,ниже среднего,Веб-разработка,09/06/2014 13:10:50,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/34.0.1847.116 Chrome/34.0.1847.116 Safari/537.36"
Senior Software Engineer,PHP,,10 и более лет,1,2000,500,Другой,до 10 человек,Стартап,m,37,Высшее,False,средний,"Веб-разработка,eCommerce",09/06/2014 13:16:49,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Senior QA engineer,,General QA,2,меньше 3 месяцев,1900,1000,Киев,свыше 1000 человек,Аутстаффинговая,m,25,Высшее,False,средний,"iOS,Веб-разработка",09/06/2014 13:19:07,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
QA engineer,,Manual QA,1,меньше 3 месяцев,1000,1000,Киев,до 200 человек,Продуктовая,m,26,Два высших,False,средний,"Системное программирование,Корпоративные системы",09/06/2014 13:23:42,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67 (Edition Yx)"
Junior Software Engineer,Objective-C,,0.5,0.5,360,100,Харьков,до 10 человек,Аутсорсинговая,m,21,Незаконченное высшее,True,выше среднего,iOS,09/06/2014 13:24:17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14"
Junior Software Engineer,Java,,9,5,2500,400,Львов,свыше 1000 человек,Аутстаффинговая,m,29,Высшее,False,выше среднего,"Android,Gamedev",09/06/2014 13:24:24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Системный администратор,,,8,2,2750,800,Киев,свыше 1000 человек,Аутсорсинговая,m,32,Высшее,False,выше среднего,"eCommerce,Корпоративные системы",09/06/2014 13:26:27,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Software Engineer,Java,,3.5,2,3000,300,Севастополь,до 10 человек,Аутсорсинговая,m,26,Высшее,False,продвинутый,Android,09/06/2014 13:42:33,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Software Engineer,Objective-C,,7,меньше 3 месяцев,3500,2000,Киев,до 50 человек,Продуктовая,m,28,Высшее,False,средний,"iOS,Мультимедиа",09/06/2014 14:01:12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Junior QA engineer,,Manual QA,0.5,0.5,450,0,Харьков,до 50 человек,Аутсорсинговая,m,22,Высшее,False,выше среднего,"Windows Phone,Desktop Applications",09/06/2014 14:15:12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Software Engineer,C#/.NET,,4,3.5,2500,300,Луганск,до 10 человек,Аутсорсинговая,m,24,Высшее,False,ниже среднего,"Веб-разработка,Корпоративные системы",09/06/2014 14:33:46,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Junior Software Engineer,Java,,1,0.25,666,111,Киев,до 50 человек,Аутстаффинговая,m,24,Высшее,False,выше среднего,Desktop Applications,09/06/2014 14:44:53,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MALNJS; rv:11.0) like Gecko
Software Engineer,C++,,2,0.5,2200,1500,Одесса,свыше 1000 человек,Аутсорсинговая,m,22,Незаконченное высшее,True,средний,Embedded,09/06/2014 14:52:28,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Support,,,5,4.5,1900,-500,Киев,до 200 человек,Продуктовая,m,26,Высшее,False,продвинутый,"iOS,Desktop Applications",09/06/2014 14:54:47,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/6.1.2 Safari/537.74.9"
Team lead,,,8,1,3000,0,Киев,свыше 1000 человек,Аутсорсинговая,m,28,Высшее,False,выше среднего,Финансы и банки,09/06/2014 15:00:26,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,PHP,,0.5,0.25,300,200,Луганск,до 10 человек,Продуктовая,m,22,Высшее,False,средний,"Веб-разработка,eCommerce",09/06/2014 15:12:52,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,C#/.NET,,3.5,3.5,1850,500,Львов,до 200 человек,Аутсорсинговая,m,25,Высшее,False,средний,"Desktop Applications,Веб-разработка",09/06/2014 15:18:15,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/33.0.1750.152 Chrome/33.0.1750.152 Safari/537.36"
Technical Lead,C#/.NET,,3,3,2500,500,Киев,до 10 человек,Продуктовая,m,22,Высшее,False,средний,"iOS,Веб-разработка",09/06/2014 15:32:53,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
QA engineer,,Automation QA,меньше 3 месяцев,0.5,2000,0,Киев,свыше 1000 человек,Продуктовая,m,28,Техникум / Колледж,False,выше среднего,"Веб-разработка,Gamedev",09/06/2014 15:54:27,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Senior Software Engineer,C#/.NET,,7,1,3500,0,Киев,свыше 1000 человек,Аутсорсинговая,m,30,Высшее,False,средний,"Desktop Applications,Корпоративные системы",09/06/2014 15:58:41,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; rv:11.0) like Gecko
Project manager,C#/.NET,,5,5,1200,600,Киев,свыше 1000 человек,Другая,m,30,Два высших,False,ниже среднего,Другое,09/06/2014 16:23:22,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Senior QA engineer,,Automation QA,4,1,330,400,Харьков,до 200 человек,Продуктовая,m,27,Высшее,False,продвинутый,Другое,09/06/2014 16:26:11,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0
Системный администратор,,,5,1.5,1500,600,Киев,свыше 1000 человек,Продуктовая,m,27,Высшее,False,ниже среднего,Корпоративные системы,09/06/2014 16:34:54,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:29.0) Gecko/20100101 Firefox/29.0
Senior Software Engineer,PHP,,4.5,меньше 3 месяцев,3000,-300,Киев,до 10 человек,Аутсорсинговая,m,29,Высшее,False,выше среднего,,09/06/2014 16:38:32,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Junior Software Engineer,C,,4,0.25,400,0,Харьков,до 200 человек,Продуктовая,m,28,Высшее,False,элементарный,Embedded,09/06/2014 16:44:27,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,C++,,8,1.5,2660,400,Киев,до 200 человек,Продуктовая,m,28,Незаконченное высшее,False,средний,"Веб-разработка,Корпоративные системы",09/06/2014 16:45:42,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Software Engineer,Objective-C,,3.5,1,1800,0,Днепропетровск,свыше 1000 человек,Продуктовая,m,24,Высшее,False,ниже среднего,iOS,09/06/2014 16:51:43,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
System Architect,PHP,,7,0.25,4250,1200,Киев,свыше 1000 человек,Аутстаффинговая,m,27,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",09/06/2014 16:53:25,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36"
Системный администратор,,,8,3,2500,1500,Днепропетровск,до 200 человек,Аутсорсинговая,m,27,Высшее,False,продвинутый,"Веб-разработка,Системное программирование",09/06/2014 17:05:35,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Системный администратор,,,2,0.75,600,225,Луганск,до 50 человек,Аутсорсинговая,m,24,Высшее,False,средний,Другое,09/06/2014 17:43:31,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,C#/.NET,,4,0.5,2300,300,Харьков,свыше 1000 человек,Аутсорсинговая,m,38,Высшее,False,выше среднего,Веб-разработка,09/06/2014 17:56:28,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
