"N","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты.за.12.месяцев","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Университет","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","salary","Валюта","cls"
"6336","Software Engineer","Objective-C","","8","6",3000,0,"Киев","до 50 человек","Аутсорсинговая","мужской",33,"Высшее","Другой вуз","False","средний","iOS","21/06/2017 23:57:55","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.898",8,6,3000,NA,"DEV"
"6337","Junior QA engineer","","Manual QA","1","0.5",270,80,"Тернополь","до 200 человек","Аутсорсинговая","мужской",24,"Незаконченное высшее","Другой вуз","False","средний","Android,Веб-разработка","22/06/2017 00:04:10","Mozilla/5.0 (Linux; Android 5.0.2; SM-G850F Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",1,0.5,270,NA,"QA"
"6338","Project manager","","","9","1",2000,200,"Харьков","до 200 человек","Продуктовая","мужской",30,"Высшее","ХАИ","False","ниже среднего","iOS,Gamedev","22/06/2017 00:07:28","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0",9,1,2000,NA,"PM"
"6339","Project manager","","","7","3",300,30,"Львов","до 50 человек","Другая","мужской",30,"Высшее","Другой вуз","False","элементарный","Веб-разработка","22/06/2017 00:12:36","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",7,3,300,NA,"PM"
"6340","Product Manager","","","4","меньше 3 месяцев",3800,1500,"Одесса","до 200 человек","Аутсорсинговая","мужской",28,"Высшее","Другой вуз","False","продвинутый","Веб-разработка,Корпоративные системы","22/06/2017 00:12:54","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:53.0) Gecko/20100101 Firefox/53.0",4,0,3800,NA,""
"6341","Junior Software Engineer","Swift","","1.5","1.5",800,200,"Одесса","до 10 человек","Аутсорсинговая","мужской",29,"Высшее","ДонНТУ","False","ниже среднего","iOS","22/06/2017 00:26:50","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,800,NA,"DEV"
"6342","HR","","","1.5","1",650,384,"Львов","до 200 человек","Продуктовая","женский",23,"Высшее","Львовская Политехника","False","средний","","22/06/2017 00:36:28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1,650,NA,""
"6343","Software Engineer","PHP","","3","1",750,0,"Львов","до 50 человек","Аутсорсинговая","мужской",27,"Высшее","ЛНУ им. Франко","False","ниже среднего","Веб-разработка","22/06/2017 01:02:21","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",3,1,750,NA,"DEV"
"6344","Junior Software Engineer","JavaScript","","0.25","меньше 3 месяцев",1400,1400,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",25,"Незаконченное высшее","Другой вуз","True","средний","Веб-разработка,Корпоративные системы","22/06/2017 01:03:00","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.25,0,1400,NA,"DEV"
"6345","Senior Software Engineer","Java","","6","4",3600,300,"Киев","до 200 человек","Продуктовая","мужской",27,"Высшее","НАУ","False","продвинутый","Веб-разработка,Gamedev","22/06/2017 01:12:24","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6,4,3600,NA,"DEV"
"6346","Junior Software Engineer","Python","","1.5","1",1000,400,"Киев","до 50 человек","Продуктовая","мужской",22,"Незаконченное высшее","НАУ","True","средний","Веб-разработка,Корпоративные системы","22/06/2017 01:14:44","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/603.2.5 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.5",1.5,1,1000,NA,"DEV"
"6347","Software Engineer","Java","","4","меньше 3 месяцев",2000,700,"Харьков","до 50 человек","Аутсорсинговая","мужской",23,"Высшее","ДонНТУ","False","выше среднего","Android","22/06/2017 01:32:06","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",4,0,2000,NA,"DEV"
"6348","Technical Lead","Ruby/Rails","","6","5",3000,300,"Киев","до 10 человек","Продуктовая","женский",32,"Высшее","НаУКМА","False","средний","Веб-разработка","22/06/2017 02:39:50","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6,5,3000,NA,"SDEV"
"6349","Junior QA engineer","","General QA","1.5","1.5",550,150,"Киев","до 200 человек","Аутсорсинговая","мужской",20,"Высшее","НАУ","False","выше среднего","iOS,Веб-разработка","22/06/2017 03:44:44","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36",1.5,1.5,550,NA,"QA"
"6350","Junior Software Engineer","JavaScript","","0.5","0.5",250,0,"Харьков","до 50 человек","Стартап","мужской",22,"Незаконченное высшее","ХАИ","True","ниже среднего","Веб-разработка","22/06/2017 05:30:57","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,250,NA,"DEV"
"6351","Software Engineer","JavaScript","","5","2",3100,400,"Киев","до 1000 человек","Аутсорсинговая","мужской",45,"Высшее","Другой вуз","False","средний","Gamedev","22/06/2017 05:44:11","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5,2,3100,NA,"DEV"
"6352","Junior Software Engineer","Java","","4","2",230,50,"Другой","до 10 человек","Другая","мужской",27,"Высшее","Другой вуз","False","ниже среднего","Desktop Applications,Веб-разработка","22/06/2017 07:21:04","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",4,2,230,NA,"DEV"
"6353","QA engineer","","Automation QA","4","1",1800,0,"Днепр","до 1000 человек","Продуктовая","мужской",32,"Высшее","НТУУ «КПИ»","False","средний","Веб-разработка,Финансы и банки","22/06/2017 07:35:45","Mozilla/5.0 (Linux; Android 6.0.1; XT1562 Build/MPDS24.107-52-11) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",4,1,1800,NA,"QA"
"6354","Senior Software Engineer","JavaScript","","5","2",4500,700,"Киев","до 50 человек","Аутсорсинговая","мужской",29,"Высшее","ХНУРЭ","False","выше среднего","Финансы и банки,Мультимедиа","22/06/2017 07:37:27","Mozilla/5.0 (iPad; CPU OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1",5,2,4500,NA,"DEV"
"6355","Business analyst","","","9","1",400,100,"Запорожье","свыше 1000 человек","Другая","мужской",31,"Высшее","ЗНТУ","False","элементарный","Финансы и банки","22/06/2017 07:38:36","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",9,1,400,NA,""
"6356","Designer","","","3","2",550,250,"Киев","до 10 человек","Другая","мужской",28,"Высшее","ДонНТУ","False","выше среднего","Веб-разработка","22/06/2017 07:52:23","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0",3,2,550,NA,""
"6357","Software Engineer","Java","","5","5",2400,600,"Черкассы","до 50 человек","Продуктовая","мужской",27,"Высшее","Другой вуз","False","выше среднего","Корпоративные системы","22/06/2017 07:52:58","Mozilla/5.0 (Linux; Android 7.0; HUAWEI CAN-L11 Build/HUAWEICAN-L11) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",5,5,2400,NA,"DEV"
"6358","QA engineer","","Manual QA","3","3",1400,400,"Львов","до 200 человек","Аутсорсинговая","женский",30,"Высшее","Львовская Политехника","False","выше среднего","Desktop Applications,Веб-разработка","22/06/2017 08:19:41","Mozilla/5.0 (Linux; Android 6.0.1; SM-J700H Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",3,3,1400,NA,"QA"
"6359","Junior QA engineer","","Manual QA","1.5","1.5",461,307,"Киев","до 200 человек","Продуктовая","женский",27,"Высшее","Другой вуз","False","средний","Веб-разработка","22/06/2017 08:27:43","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,461,NA,"QA"
"6360","Sales manager","","","1","1",200,50,"Днепр","свыше 1000 человек","Продуктовая","мужской",22,"Высшее","ВНУ им. Даля","False","элементарный","Телекоммуникации","22/06/2017 08:50:20","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1,1,200,NA,""
"6361","Team lead","","","8","1",3300,0,"Киев","до 10 человек","Стартап","мужской",30,"Высшее","НаУКМА","False","продвинутый","eCommerce,Другое","22/06/2017 09:02:45","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",8,1,3300,NA,"PM"
"6362","Senior Software Engineer","Java","","8","5",2300,0,"Киев","до 1000 человек","Аутстаффинговая","мужской",31,"Высшее","Другой вуз","False","средний","Android","22/06/2017 09:04:12","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",8,5,2300,NA,"DEV"
"6363","Software Engineer","Ruby/Rails","","1.5","1.5",1300,600,"Киев","до 50 человек","Стартап","мужской",21,"Незаконченное высшее","КНУ им. Шевченко","True","выше среднего","Веб-разработка,eCommerce","22/06/2017 09:10:13","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) CriOS/59.0.3071.102 Mobile/14F89 Safari/602.1",1.5,1.5,1300,NA,"DEV"
"6364","HTML coder","","","1","0.5",270,0,"Киев","до 10 человек","Продуктовая","мужской",27,"Высшее","ВНУ им. Даля","False","элементарный","Веб-разработка","22/06/2017 09:11:55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1,0.5,270,NA,""
"6365","Junior Software Engineer","JavaScript","","0.5","0.5",400,100,"Киев","до 50 человек","Продуктовая","мужской",20,"Высшее","КНУ им. Шевченко","False","выше среднего","Веб-разработка","22/06/2017 09:16:49","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,400,NA,"DEV"
"6366","Software Engineer","Java","","2","0.5",2000,500,"Киев","до 50 человек","Продуктовая","женский",33,"Высшее","КНЭУ","False","выше среднего","Android","22/06/2017 09:30:26","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2,0.5,2000,NA,"DEV"
"6367","Sysadmin","","","10 и более лет","1.5",1030,100,"Одесса","до 200 человек","Другая","мужской",34,"Высшее","ОНУ им. Мечникова","False","средний","Телекоммуникации,Корпоративные системы","22/06/2017 09:46:34","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36",10,1.5,1030,NA,""
"6368","Technical Lead","Java","","7","3",3300,0,"Удаленно","свыше 1000 человек","Аутсорсинговая","мужской",30,"Высшее","ХНУРЭ","False","средний","Финансы и банки,Корпоративные системы","22/06/2017 09:54:25","Mozilla/5.0 (X11; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0",7,3,3300,NA,"SDEV"
"6369","QA engineer","","Manual QA","4","4",990,150,"Ровно","до 50 человек","Аутсорсинговая","женский",30,"Высшее","Другой вуз","False","средний","Веб-разработка","22/06/2017 10:01:59","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4,4,990,NA,"QA"
"6370","QA engineer","","Manual QA","8","8",800,-400,"Харьков","до 200 человек","Другая","мужской",30,"Высшее","НТУ «ХПИ»","False","ниже среднего","Веб-разработка","22/06/2017 10:13:46","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",8,8,800,NA,"QA"
"6371","Software Engineer","JavaScript","","4","2",1200,0,"Удаленно","до 10 человек","Стартап","мужской",23,"Высшее","Другой вуз","False","ниже среднего","Веб-разработка","22/06/2017 10:14:21","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",4,2,1200,NA,"DEV"
"6372","Marketing","","","2","1",1000,0,"Киев","до 1000 человек","Продуктовая","мужской",25,"Высшее","ДонНУ","False","выше среднего","Gamedev,Другое","22/06/2017 10:17:19","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2,1,1000,NA,""
"6373","Junior Software Engineer","C","","1","меньше 3 месяцев",600,0,"Киев","до 50 человек","Аутсорсинговая","мужской",20,"Высшее","Другой вуз","True","продвинутый","Embedded,Системное программирование","22/06/2017 10:17:22","Mozilla/5.0 (Android 5.1.1; Tablet; rv:51.0) Gecko/51.0 Firefox/51.0",1,0,600,NA,"DEV"
"6374","Junior Software Engineer","C#/.NET","","1.5","1",650,50,"Харьков","до 10 человек","Продуктовая","мужской",24,"Высшее","ХАИ","False","ниже среднего","Gamedev","22/06/2017 10:19:33","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1,650,NA,"DEV"
