,Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты за 12 месяцев,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Университет,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
,Junior Software Engineer,PHP,,0.25,0.25,180,35,Ровно,до 10 человек,Другая,m,20,Незаконченное высшее,Другой вуз,True,средний,Веб-разработка,13/01/2017 20:36:19,"Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"
,Marketing,,,1,1,300,100,Киев,до 10 человек,Аутсорсинговая,m,25,Высшее,Другой вуз,False,выше среднего,Другое,13/01/2017 20:41:35,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,DevOps,,,6,3,1600,0,Харьков,до 1000 человек,Аутстаффинговая,m,43,Высшее,НТУ «ХПИ»,False,выше среднего,"Веб-разработка,Телекоммуникации",13/01/2017 20:42:53,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi Note 3 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"
,Software Engineer,Java,,2,2,900,100,Харьков,до 1000 человек,Аутсорсинговая,m,26,Высшее,Другой вуз,False,средний,Веб-разработка,13/01/2017 20:51:36,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Maxthon/4.9.4.2000 Chrome/39.0.2146.0 Safari/537.36"
,Junior Software Engineer,PHP,,2,2,1000,400,Харьков,до 50 человек,Аутсорсинговая,m,23,Высшее,НТУ «ХПИ»,False,средний,"Веб-разработка,eCommerce",13/01/2017 20:54:52,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36"
,QA engineer,,Manual QA,2,1.5,1700,800,Киев,до 200 человек,Продуктовая,f,27,Высшее,КНУТД,False,средний,Gamedev,13/01/2017 21:03:06,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior Software Engineer,JavaScript,,1,1,500,250,Харьков,до 10 человек,Аутсорсинговая,m,34,Высшее,Другой вуз,False,средний,Веб-разработка,13/01/2017 21:12:29,"Mozilla/5.0 (Linux; Android 5.0.1; GT-I9500 Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"
,Junior Software Engineer,Java,,1.5,1.5,730,300,Киев,до 1000 человек,Продуктовая,m,20,Незаконченное высшее,НТУУ «КПИ»,True,продвинутый,"Телекоммуникации,Корпоративные системы",13/01/2017 21:18:36,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Project manager,,,7,3,1400,400,Львов,до 200 человек,Продуктовая,m,31,Высшее,НТУУ «КПИ»,False,средний,"Android,Desktop Applications",13/01/2017 21:22:44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior Software Engineer,PHP,,меньше 3 месяцев,меньше 3 месяцев,350,0,Киев,до 10 человек,Стартап,m,27,Два высших,Другой вуз,False,средний,Веб-разработка,13/01/2017 21:26:05,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,Java,,2,0.5,1900,1300,Киев,до 1000 человек,Аутстаффинговая,m,29,Высшее,Другой вуз,False,средний,"Веб-разработка,eCommerce",13/01/2017 21:40:04,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0
,Junior QA engineer,,Manual QA,1.5,1.5,750,350,Киев,до 200 человек,Аутсорсинговая,m,26,Высшее,НТУУ «КПИ»,False,выше среднего,"Desktop Applications,Embedded",13/01/2017 21:45:17,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36"
,Software Engineer,C#/.NET,,2,2,900,300,Винница,до 50 человек,Аутстаффинговая,m,23,Высшее,ВНТУ,False,выше среднего,"Desktop Applications,Финансы и банки",13/01/2017 21:56:37,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393"
,HTML coder,,,0.25,0.25,300,0,Киев,до 50 человек,Стартап,m,25,Среднее,,False,элементарный,Веб-разработка,13/01/2017 21:57:51,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Product Manager,,,4,4,2800,500,Киев,до 200 человек,Продуктовая,m,32,Высшее,Другой вуз,False,выше среднего,Другое,13/01/2017 22:09:07,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.3 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.3"
,Sysadmin,,,8,2,2800,200,Киев,до 50 человек,Стартап,m,34,Высшее,Другой вуз,False,продвинутый,"Телекоммуникации,Другое",13/01/2017 22:18:34,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0
,QA engineer,,General QA,2,1,3900,500,Другой,до 50 человек,Стартап,m,25,Высшее,НТУУ «КПИ»,False,выше среднего,"iOS,Веб-разработка",13/01/2017 22:41:03,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36 OPR/42.0.2393.94"
,Software Engineer,C#/.NET,,3,0.25,1600,0,Киев,до 50 человек,Аутсорсинговая,m,26,Высшее,Другой вуз,False,средний,Веб-разработка,13/01/2017 22:42:56,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior Software Engineer,C#/.NET,,0.5,0.5,855,600,Киев,свыше 1000 человек,Аутсорсинговая,m,22,Высшее,НТУУ «КПИ»,True,средний,Веб-разработка,13/01/2017 22:46:27,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Designer,,,0.5,0.5,300,0,Харьков,до 10 человек,Аутсорсинговая,f,20,Незаконченное высшее,НТУ «ХПИ»,True,средний,"Веб-разработка,Другое",13/01/2017 22:52:09,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior Software Engineer,Swift,,1,1,650,300,Харьков,до 50 человек,Аутсорсинговая,m,22,Высшее,ХНУ им. Каразина,False,средний,iOS,13/01/2017 22:53:49,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,C++,,3,2,1700,200,Днепр,до 50 человек,Аутстаффинговая,m,25,Высшее,Другой вуз,False,выше среднего,Финансы и банки,13/01/2017 22:54:02,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1"
,Senior QA engineer,,Manual QA,4,меньше 3 месяцев,2600,600,Киев,до 1000 человек,Аутстаффинговая,m,30,Высшее,НТУУ «КПИ»,False,средний,eCommerce,13/01/2017 22:58:26,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Senior Software Engineer,JavaScript,,6,0.5,3000,500,Киев,до 200 человек,Продуктовая,m,27,Высшее,Другой вуз,False,средний,"Веб-разработка,eCommerce",13/01/2017 23:15:17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"
,Junior Software Engineer,PHP,,1,меньше 3 месяцев,300,0,Запорожье,до 10 человек,Аутсорсинговая,m,22,Среднее,,False,элементарный,Веб-разработка,13/01/2017 23:18:25,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 3S Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"
,Marketing,,,0.5,0.5,450,0,Днепр,до 200 человек,Аутсорсинговая,f,25,Высшее,ДНУ им. Гончара,False,выше среднего,Веб-разработка,13/01/2017 23:30:47,"Mozilla/5.0 (iPad; CPU OS 10_0_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A403 Safari/602.1"
,QA engineer,,Automation QA,3,0.25,1100,200,Харьков,до 10 человек,Другая,f,27,Высшее,ХНУРЭ,False,продвинутый,Веб-разработка,13/01/2017 23:41:01,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"
,Software Engineer,PHP,,2,0.5,2000,0,Киев,до 50 человек,Продуктовая,f,27,Высшее,ХНУРЭ,False,выше среднего,"Веб-разработка,Корпоративные системы",13/01/2017 23:41:52,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior QA engineer,,General QA,1.5,0.5,600,200,Одесса,до 50 человек,Другая,m,26,Высшее,Другой вуз,False,выше среднего,,13/01/2017 23:44:30,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0
,Junior Software Engineer,C++,,4,меньше 3 месяцев,1560,600,Киев,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,КНУ им. Шевченко,False,продвинутый,Мультимедиа,13/01/2017 23:48:42,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:50.0) Gecko/20100101 Firefox/50.0
,Software Engineer,Java,,3,1,1700,700,Киев,до 50 человек,Стартап,f,31,Кандидат,ДонНУ,False,выше среднего,"Android,Веб-разработка",14/01/2017 00:06:59,"Mozilla/5.0 (Linux; Android 7.1.1; Nexus 6P Build/N4F26I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"
,Team lead,,,7,1,3700,1200,Киев,свыше 1000 человек,Аутсорсинговая,m,30,Высшее,ВНТУ,False,выше среднего,Финансы и банки,14/01/2017 00:23:35,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7"
,Software Engineer,C#/.NET,,2,2,500,150,Другой,до 200 человек,Аутсорсинговая,m,21,Высшее,Другой вуз,True,средний,"Веб-разработка,Другое",14/01/2017 00:25:08,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"
,Software Engineer,Ruby/Rails,,3,0.5,600,-250,Хмельницкий,до 10 человек,Аутсорсинговая,m,21,Незаконченное высшее,ХНУ [г. Хмельницкий],True,ниже среднего,"Веб-разработка,Другое",14/01/2017 00:33:16,"Mozilla/5.0 (Linux; Android 5.1; PRO 5 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"
,Senior Software Engineer,Java,,8,4,3000,200,Киев,до 200 человек,Аутстаффинговая,m,30,Высшее,СумГУ,False,выше среднего,Финансы и банки,14/01/2017 00:36:56,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,C#/.NET,,3,2,1500,500,Львов,до 10 человек,Продуктовая,m,24,Высшее,ОНУ им. Мечникова,False,ниже среднего,"Desktop Applications,Веб-разработка",14/01/2017 00:39:00,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Team lead,,,7,5,3000,200,Одесса,до 200 человек,Продуктовая,m,35,Среднее,,False,средний,eCommerce,14/01/2017 01:13:59,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"
,Project manager,,,6,4,1715,115,Киев,до 1000 человек,Другая,m,30,Высшее,ХАИ,False,средний,"Системное программирование,Мультимедиа",14/01/2017 01:15:46,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Project manager,,,0.25,0.25,300,-400,Удаленно,до 200 человек,Продуктовая,f,26,Незаконченное высшее,Другой вуз,False,выше среднего,Телекоммуникации,14/01/2017 01:26:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior Software Engineer,JavaScript,,1.5,0.5,500,0,Ивано-Франковск,до 200 человек,Аутсорсинговая,m,28,Высшее,Другой вуз,False,ниже среднего,Веб-разработка,14/01/2017 01:45:57,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,C#/.NET,,1,1,500,100,Киев,до 1000 человек,Продуктовая,m,27,Высшее,НАУ,False,продвинутый,Веб-разработка,14/01/2017 02:01:16,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,Python,,4,2,780,200,Ровно,свыше 1000 человек,Аутсорсинговая,m,24,Высшее,Другой вуз,False,выше среднего,Веб-разработка,14/01/2017 03:53:03,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0
,Software Engineer,PHP,,3,2,1700,400,Харьков,до 50 человек,Аутсорсинговая,m,27,Высшее,ХНУРЭ,False,ниже среднего,"Веб-разработка,Корпоративные системы",14/01/2017 03:53:48,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,Java,,3,1,1000,0,Удаленно,до 10 человек,Стартап,m,24,Техникум / Колледж,,False,средний,Android,14/01/2017 07:23:00,"Mozilla/5.0 (Linux; Android 6.0.1; D6503 Build/23.5.A.1.291) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"
,Project manager,,,8,2,200,0,Запорожье,до 50 человек,Аутсорсинговая,m,28,Высшее,ЗНТУ,False,средний,"Android,iOS",14/01/2017 08:26:26,"Mozilla/5.0 (Linux; U; Android 5.0.2; en-us; Redmi Note 3 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/53.0.2785.146 Mobile Safari/537.36 XiaoMi/MiuiBrowser/8.5.10"
,Technical writer,,,3,2,200,0,Запорожье,до 200 человек,Аутсорсинговая,m,35,Высшее,Другой вуз,False,средний,Веб-разработка,14/01/2017 08:35:14,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,DBA,,,1,1,500,200,Киев,свыше 1000 человек,Продуктовая,m,23,Высшее,Другой вуз,False,ниже среднего,Корпоративные системы,14/01/2017 09:08:16,"Mozilla/5.0 (Linux; Android 5.1; M3s Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.2214.124 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/106.0.0.26.68;]"
,DBA,,,8,4,2800,0,Винница,до 1000 человек,Продуктовая,m,31,Незаконченное высшее,ВНТУ,False,средний,Gamedev,14/01/2017 09:20:37,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1"
,Team lead,,,5,4,3500,500,Харьков,до 200 человек,Другая,m,26,Высшее,ХНУРЭ,False,продвинутый,"Системное программирование,Другое",14/01/2017 09:21:20,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0.2 Safari/602.3.12"
,Junior Software Engineer,C#/.NET,,1,0.5,700,200,Киев,до 10 человек,Продуктовая,m,24,Высшее,Другой вуз,False,средний,Gamedev,14/01/2017 09:36:24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior QA engineer,,Automation QA,0.5,0.5,400,0,Другой,до 200 человек,Аутсорсинговая,m,31,Высшее,Другой вуз,False,выше среднего,"Веб-разработка,eCommerce",14/01/2017 09:37:51,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
