"Город","Зарплата.в.месяц","Изменение.зарплаты","Должность","exp","current_job_exp","Язык.программирования","Специализация","Возраст","Пол","Образование","Уровень.английского","Размер.компании"
"4650","Днепр.",1500,500,"Гейм-дизайнер",9,2,"","",26,"мужской","Высшее","выше среднего","до 50 человек"
"4651","Киев",3700,0,"Senior Software Engineer",6,1.5,"JavaScript","",28,"мужской","Высшее","продвинутый","до 10 человек"
"4652","Симферополь",800,200,"QA engineer",1.5,1.5,"","Manual QA",25,"мужской","Высшее","средний","до 10 человек"
"4653","Киев",1850,550,"Software Engineer",5,0.5,"PHP","",28,"мужской","Высшее","средний","до 10 человек"
"4654","Киев",1500,700,"Team lead",3,1,"","",24,"мужской","Высшее","ниже среднего","до 10 человек"
"4655","Львов",2300,300,"Senior QA engineer",5,4.5,"","Manual QA",26,"мужской","Высшее","выше среднего","свыше 1000 человек"
"4656","Харьков",2600,200,"Software Engineer",3,1,"Objective-C","",35,"мужской","Высшее","средний","до 200 человек"
"4657","Днепр.",1180,250,"Junior Software Engineer",0.5,0.5,"JavaScript","",25,"мужской","Два высших","средний","до 200 человек"
"4658","Киев",2200,200,"Technical Lead",5.5,1.5,"PHP","",30,"мужской","Высшее","средний","до 50 человек"
"4659","Львов",665,250,"QA engineer",1.5,1.5,"","General QA",25,"мужской","Высшее","продвинутый","до 1000 человек"
"4660","Киев",3100,300,"Senior QA engineer",3,2,"","Automation QA",29,"мужской","Высшее","средний","до 200 человек"
"4661","Киев",600,0,"Junior Software Engineer",0.75,0.75,"Java","",23,"мужской","Высшее","средний","до 50 человек"
"4662","Одесса",800,200,"Senior QA engineer",5.5,5.5,"","Manual QA",25,"мужской","Среднее","выше среднего","до 50 человек"
"4663","Киев",1750,550,"Senior QA engineer",3,0.5,"","Manual QA",27,"женский","Высшее","ниже среднего","до 50 человек"
"4664","Киев",2500,700,"Support",5.5,0.5,"","",26,"мужской","Незаконченное высшее","средний","до 1000 человек"
"4665","Киев",300,40,"Junior Software Engineer",2,1.25,"PHP","",21,"мужской","Незаконченное высшее","ниже среднего","до 10 человек"
"4666","Киев",3000,500,"Team lead",10,2.5,"","",29,"мужской","Высшее","выше среднего","свыше 1000 человек"
"4667","Киев",950,650,"Системный администратор",1,0,"","",24,"мужской","Высшее","средний","свыше 1000 человек"
"4668","Харьков",2250,0,"Senior Software Engineer",6.5,3,"C#/.NET","",29,"мужской","Высшее","средний","до 200 человек"
"4669","Львов",1040,400,"QA engineer",1.75,1.5,"","Automation QA",32,"мужской","Высшее","средний","свыше 1000 человек"
"4670","Киев",2200,500,"Senior Software Engineer",10,10,"Java","",36,"мужской","Высшее","средний","свыше 1000 человек"
"4671","Киев",2100,300,"Senior Software Engineer",4,2.5,"Java (Android)","",26,"мужской","Высшее","средний","до 200 человек"
"4672","Киев",2000,0,"Senior Software Engineer",5,5,"PHP","",27,"мужской","Высшее","средний","до 10 человек"
"4673","Винница",2000,1000,"Senior Software Engineer",3,0,"C++","",26,"мужской","Высшее","средний","до 10 человек"
"4674","Киев",1700,900,"Software Engineer",2,0.5,"C#/.NET","",21,"женский","Незаконченное высшее","средний","свыше 1000 человек"
"4675","Киев",2500,500,"Дизайнер",5,1,"","",22,"мужской","Высшее","средний","до 10 человек"
"4676","Киев",2300,200,"Senior QA engineer",5,2,"","General QA",31,"мужской","Высшее","выше среднего","до 200 человек"
"4677","Киев",1200,1200,"Junior Software Engineer",1,0,"Java","",22,"мужской","Высшее","выше среднего","до 1000 человек"
"4679","Харьков",350,0,"Junior Software Engineer",0,0,"C#/.NET","",23,"мужской","Высшее","ниже среднего","до 50 человек"
"4680","Львов",1000,600,"Support",2,1,"","",25,"женский","Высшее","продвинутый","до 50 человек"
"4681","Харьков",1000,200,"Software Engineer",2.5,2.5,"Java (Android)","",26,"мужской","Незаконченное высшее","средний","до 1000 человек"
"4682","Киев",400,250,"Junior Software Engineer",0.75,0.75,"PHP","",22,"мужской","Незаконченное высшее","ниже среднего","до 10 человек"
"4683","Киев",1000,300,"Junior QA engineer",0.5,0.5,"","Manual QA",24,"мужской","Два высших","средний","до 200 человек"
"4684","Киев",5250,1900,"Senior Project Manager / Program Manager",10,0,"","",34,"мужской","Высшее","выше среднего","до 1000 человек"
"4685","Киев",2550,0,"Senior QA engineer",4,0.75,"","Automation QA",29,"мужской","Высшее","выше среднего","свыше 1000 человек"
"4686","Запорожье",2000,1000,"Software Engineer",4,2,"PHP","",23,"мужской","Высшее","выше среднего","до 50 человек"
"4687","Одесса",2500,0,"Software Engineer",5,1.5,"Java","",24,"мужской","Высшее","выше среднего","до 1000 человек"
"4688","Симферополь",500,100,"Software Engineer",2,1,"PHP","",24,"мужской","Высшее","ниже среднего","до 200 человек"
"4689","Харьков",2440,240,"Senior Software Engineer",9,8,"Java","",33,"мужской","Высшее","средний","до 50 человек"
"4690","Киев",1700,1000,"QA engineer",2,0.5,"","General QA",24,"женский","Высшее","выше среднего","до 200 человек"
"4691","Киев",1500,0,"Software Engineer",4,0.75,"C++","",26,"мужской","Высшее","ниже среднего","свыше 1000 человек"
"4692","Винница",1500,1,"Дизайнер",5,5,"","",25,"женский","Высшее","средний","до 10 человек"
"4693","Киев",1328,156,"Software Engineer",5,5,"Java","",24,"мужской","Высшее","средний","до 50 человек"
"4694","Львов",1400,600,"QA Tech Lead",2,2,"","Manual QA",25,"мужской","Высшее","средний","до 1000 человек"
"4695","Киев",2500,50,"Senior Software Engineer",7,7,"C++","",30,"женский","Высшее","выше среднего","до 200 человек"
"4696","Киев",3500,1100,"Team lead",0.5,2,"","",30,"мужской","Высшее","средний","до 50 человек"
"4697","Донецк",2300,300,"Technical Lead",10,6,"Java","",34,"мужской","Высшее","выше среднего","до 200 человек"
"4698","Херсон",3200,800,"Senior Software Engineer",10,9,"PHP","",37,"мужской","Незаконченное высшее","средний","до 10 человек"
"4699","Львов",2300,350,"Project manager",2,2,"","",28,"мужской","Два высших","продвинутый","до 50 человек"
"4700","Донецк",1200,200,"Системный администратор",10,0.75,"","",32,"мужской","Высшее","ниже среднего","до 200 человек"
"4701","Киев",1350,250,"Software Engineer",5,1.5,"Delphi","",27,"мужской","Высшее","ниже среднего","до 10 человек"
"4702","Донецк",880,0,"Support",6,6,"","",28,"мужской","Незаконченное высшее","выше среднего","до 50 человек"
"4703","Киев",2000,125,"Software Engineer",5,1.5,"PHP","",28,"мужской","Высшее","выше среднего","до 10 человек"
"4704","Киев",1805,200,"QA Tech Lead",7.5,7.5,"","General QA",28,"мужской","Высшее","средний","свыше 1000 человек"
