"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"4005",NA,"Technical Lead","C#/.NET","","7","3.5",3500,700,"Днепр.","до 200 человек","Продуктовая","мужской",27,"Кандидат","False","продвинутый","Веб-разработка,eCommerce","31/12/2013 15:16:11","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",7,3.5,"Днепр.",3500,NA,"SDEV"
"4006",NA,"Junior Software Engineer","Java","","0.25","0.25",600,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","True","ниже среднего","Финансы и банки","31/12/2013 15:49:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",0.25,0.25,"Киев",600,NA,"DEV"
"4007",NA,"Software Engineer","Java","","10 и более лет","1.5",2750,250,"Львов","до 1000 человек","Аутсорсинговая","мужской",35,"Высшее","False","выше среднего","Телекоммуникации,Корпоративные системы","31/12/2013 16:32:49","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",10,1.5,"Львов",2750,NA,"DEV"
"4008",NA,"Project manager","","","10 и более лет","1",1000,0,"Харьков","до 50 человек","Другая","мужской",32,"Кандидат","False","элементарный","Другое","31/12/2013 17:13:26","Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0",10,1,"Харьков",1000,NA,"PM"
"4009",NA,"Technical Lead","JavaScript","","6","3",3700,700,"Киев","до 50 человек","Продуктовая","мужской",27,"Высшее","False","выше среднего","Веб-разработка","31/12/2013 17:17:52","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",6,3,"Киев",3700,NA,"SDEV"
"4010",NA,"Системный администратор","","","3","1.25",600,200,"Харьков","до 50 человек","Аутсорсинговая","женский",22,"Высшее","False","выше среднего","Другое","31/12/2013 17:40:20","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36",3,1.25,"Харьков",600,NA,"ADM"
"4011",NA,"Senior Software Engineer","C++","","6","3",2400,800,"Киев","до 1000 человек","Аутсорсинговая","мужской",31,"Высшее","False","средний","Embedded","31/12/2013 17:45:31","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0",6,3,"Киев",2400,NA,"DEV"
"4012",NA,"Software Engineer","Java","","1.5","2.5",800,0,"Харьков","до 200 человек","Продуктовая","мужской",26,"Высшее","False","ниже среднего","Веб-разработка","31/12/2013 20:25:59","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",1.5,2.5,"Харьков",800,NA,"DEV"
"4013",NA,"Системный администратор","","","5","3",700,50,"Харьков","до 200 человек","Аутсорсинговая","мужской",38,"Высшее","False","продвинутый","Веб-разработка,Другое","31/12/2013 20:41:08","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0",5,3,"Харьков",700,NA,"ADM"
"4014",NA,"Junior Software Engineer","JavaScript","","меньше 3 месяцев","меньше 3 месяцев",650,0,"Киев","до 1000 человек","Продуктовая","мужской",21,"Незаконченное высшее","True","выше среднего","Финансы и банки","31/12/2013 21:02:23","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",0,0,"Киев",650,NA,"DEV"
"4015",NA,"Team lead","","","5","3.5",3200,500,"Киев","до 50 человек","Другая","мужской",29,"Высшее","False","продвинутый","Корпоративные системы","31/12/2013 21:04:14","Mozilla/5.0 (Windows NT 6.1; rv:26.0) Gecko/20100101 Firefox/26.0",5,3.5,"Киев",3200,NA,"PM"
"4016",NA,"QA engineer","","General QA","2","0.5",1000,600,"Киев","до 10 человек","Продуктовая","мужской",23,"Высшее","False","средний","Embedded,Корпоративные системы","31/12/2013 21:04:42","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",2,0.5,"Киев",1000,NA,"QA"
"4017",NA,"Junior Software Engineer","Other","","меньше 3 месяцев","0.5",717,200,"Киев","до 200 человек","Другая","мужской",23,"Высшее","False","средний","Финансы и банки","31/12/2013 21:29:09","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",0,0.5,"Киев",717,NA,"DEV"
"4018",NA,"Software Engineer","JavaScript","","меньше 3 месяцев","меньше 3 месяцев",1500,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",26,"Высшее","False","ниже среднего","Веб-разработка","31/12/2013 21:38:56","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",0,0,"Киев",1500,NA,"DEV"
"4019",NA,"Software Engineer","JavaScript","","1","0.25",800,0,"Львов","до 200 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Веб-разработка,Корпоративные системы","31/12/2013 22:00:04","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",1,0.25,"Львов",800,NA,"DEV"
"4020",NA,"Junior QA engineer","","Manual QA","0.5","0.5",500,0,"Львов","до 50 человек","Аутсорсинговая","женский",27,"Высшее","False","элементарный","Android,iOS","31/12/2013 23:44:09","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",0.5,0.5,"Львов",500,NA,"QA"
"4021",NA,"Software Engineer","JavaScript","","7","1.5",2600,600,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",30,"Высшее","False","выше среднего","Веб-разработка","31/12/2013 23:51:58","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",7,1.5,"Киев",2600,NA,"DEV"
"4023",NA,"Software Engineer","Ruby/Rails","","7","0.75",4000,1800,"Донецк","до 10 человек","Продуктовая","мужской",40,"Высшее","False","выше среднего","Веб-разработка","01/01/2014 00:02:25","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",7,0.75,"other",4000,NA,"DEV"
"4024",NA,"Junior Software Engineer","Ruby/Rails","","меньше 3 месяцев","меньше 3 месяцев",600,0,"Харьков","до 50 человек","Аутстаффинговая","мужской",23,"Высшее","False","продвинутый","Веб-разработка,Финансы и банки","01/01/2014 02:26:50","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",0,0,"Харьков",600,NA,"DEV"
"4025",NA,"QA engineer","","Manual QA","меньше 3 месяцев","меньше 3 месяцев",950,950,"Ровно","свыше 1000 человек","Аутсорсинговая","мужской",31,"Высшее","False","средний","Android,Desktop Applications","01/01/2014 10:44:19","Mozilla/5.0 (Linux; U; Android 4.1.2;en-us; Lenovo_A706_ROW/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.1.2 Mobile Safari/534.30",0,0,"other",950,NA,"QA"
"4026",NA,"Senior Software Engineer","Java","","6.5","1",2700,0,"Днепр.","свыше 1000 человек","Аутсорсинговая","мужской",31,"Два высших","False","ниже среднего","Финансы и банки","01/01/2014 12:13:53","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",6.5,1,"Днепр.",2700,NA,"DEV"
"4027",NA,"Technical Lead","Java","","5","2.5",2000,0,"Киев","до 50 человек","Аутсорсинговая","женский",37,"Высшее","False","выше среднего","Desktop Applications,Веб-разработка","01/01/2014 13:07:13","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:22.0) Gecko/20100101 Firefox/22.0",5,2.5,"Киев",2000,NA,"SDEV"
"4028",NA,"Software Engineer","Java","","7","1",3200,1000,"Другой","до 200 человек","Другая","мужской",31,"Высшее","False","продвинутый","Веб-разработка,eCommerce","01/01/2014 13:41:26","Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53",7,1,"other",3200,NA,"DEV"
"4029",NA,"Senior Software Engineer","PHP","","6","1.5",3000,300,"Киев","до 200 человек","Аутстаффинговая","мужской",27,"Высшее","False","выше среднего","Веб-разработка","01/01/2014 14:48:48","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",6,1.5,"Киев",3000,NA,"DEV"
"4030",NA,"Software Engineer","Java","","меньше 3 месяцев","меньше 3 месяцев",1100,150,"Харьков","до 10 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","True","ниже среднего","Корпоративные системы","01/01/2014 14:51:00","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",0,0,"Харьков",1100,NA,"DEV"
"4031",NA,"Software Engineer","PHP","","6","1.5",1600,0,"Киев","до 50 человек","Продуктовая","мужской",30,"Высшее","False","элементарный","Веб-разработка","01/01/2014 15:33:46","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",6,1.5,"Киев",1600,NA,"DEV"
"4032",NA,"Team lead","","","5","2",2800,200,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",29,"Высшее","False","выше среднего","Desktop Applications","01/01/2014 16:08:01","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",5,2,"Киев",2800,NA,"PM"
"4033",NA,"Project manager","","","10 и более лет","0.25",5000,750,"Киев","до 50 человек","Продуктовая","мужской",32,"Два высших","False","продвинутый","eCommerce","01/01/2014 16:56:25","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",10,0.25,"Киев",5000,NA,"PM"
"4034",NA,"Software Engineer","C#/.NET","","0.5","0.5",610,0,"Киев","до 1000 человек","Продуктовая","мужской",21,"Высшее","False","средний","Desktop Applications,Веб-разработка","01/01/2014 17:01:09","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",0.5,0.5,"Киев",610,NA,"DEV"
"4035",NA,"Senior Software Engineer","Java","","6","6",2000,300,"Харьков","до 50 человек","Продуктовая","мужской",28,"Высшее","False","выше среднего","Desktop Applications,Embedded","01/01/2014 17:50:00","Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53",6,6,"Харьков",2000,NA,"DEV"
"4036",NA,"Junior Software Engineer","Java","","1.25","1.25",665,400,"Львов","до 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Веб-разработка","01/01/2014 18:05:25","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",1.25,1.25,"Львов",665,NA,"DEV"
"4037",NA,"QA engineer","","Automation QA","3","2",1500,300,"Одесса","до 200 человек","Аутсорсинговая","мужской",26,"Высшее","False","средний","Веб-разработка","01/01/2014 18:28:52","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",3,2,"Одесса",1500,NA,"QA"
"4038",NA,"Бизнес-аналитик","","","10 и более лет","0.5",4400,1100,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",34,"Кандидат","False","выше среднего","Финансы и банки","01/01/2014 18:46:36","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",10,0.5,"Киев",4400,NA,""
"4039",NA,"Senior Software Engineer","C#/.NET","","10 и более лет","2",4000,800,"Другой","до 1000 человек","Аутстаффинговая","мужской",33,"Два высших","False","продвинутый","Веб-разработка","01/01/2014 18:47:33","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",10,2,"other",4000,NA,"DEV"
"4040",NA,"Software Engineer","Objective-C","","5","меньше 3 месяцев",2000,400,"Донецк","до 200 человек","Аутсорсинговая","мужской",31,"Незаконченное высшее","False","ниже среднего","","01/01/2014 19:04:02","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",5,0,"other",2000,NA,"DEV"
"4041",NA,"Системный администратор","","","8","1",2750,500,"Николаев","до 200 человек","Другая","мужской",23,"Высшее","False","средний","Телекоммуникации","01/01/2014 19:16:03","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",8,1,"other",2750,NA,"ADM"
"4042",NA,"Senior QA engineer","","Manual QA","9.5","5",1600,700,"Харьков","до 1000 человек","Аутсорсинговая","женский",31,"Кандидат","False","средний","iOS,Desktop Applications","01/01/2014 20:31:50","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)",9.5,5,"Харьков",1600,NA,"QA"
"4043",NA,"Senior Software Engineer","PHP","","4","0.5",3000,1100,"Харьков","до 10 человек","Аутсорсинговая","мужской",26,"Высшее","False","средний","Веб-разработка","01/01/2014 20:44:19","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",4,0.5,"Харьков",3000,NA,"DEV"
