"N","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты.за.12.месяцев","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Университет","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"8367",NA,"Product Manager","","","5","3",2500,0,"Киев","до 1000 человек","Продуктовая","мужской",31,"Высшее","Другой вуз","False","выше среднего","Веб-разработка,eCommerce","14/01/2017 18:07:06","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",5,3,"Киев",2500,NA,""
"8368",NA,"Junior Software Engineer","JavaScript","","6","0.25",2300,800,"Удаленно","до 50 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","Другой вуз","True","средний","Веб-разработка","14/01/2017 18:23:26","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",6,0.25,"other",2300,NA,"DEV"
"8369",NA,"Marketing","","","2","0.5",500,400,"Киев","до 200 человек","Продуктовая","женский",21,"Высшее","НаУКМА","False","выше среднего","eCommerce,Другое","14/01/2017 18:36:25","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,0.5,"Киев",500,NA,""
"8370",NA,"Senior Software Engineer","Swift","","6","0.5",2500,0,"Харьков","до 50 человек","Аутсорсинговая","мужской",26,"Высшее","ХНУРЭ","False","средний","iOS","14/01/2017 18:40:26","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0.2 Safari/602.3.12",6,0.5,"Харьков",2500,NA,"DEV"
"8371",NA,"Junior Software Engineer","PHP","","5","2",1000,0,"Ужгород","до 50 человек","Аутсорсинговая","мужской",30,"Высшее","ДонНТУ","False","ниже среднего","Веб-разработка","14/01/2017 18:52:21","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",5,2,"other",1000,NA,"DEV"
"8372",NA,"Technical Lead","C#/.NET","","5","2",3620,125,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",27,"Высшее","Другой вуз","False","выше среднего","Веб-разработка,Финансы и банки","14/01/2017 19:14:07","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",5,2,"Киев",3620,NA,"SDEV"
"8373",NA,"Support","","","6","1.5",920,180,"Киев","до 200 человек","Другая","женский",30,"Высшее","НТУУ «КПИ»","False","продвинутый","Корпоративные системы","14/01/2017 19:43:09","Mozilla/5.0 (Linux; Android 5.1; m3 note Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",6,1.5,"Киев",920,NA,""
"8374",NA,"Junior Software Engineer","PHP","","2","0.25",1000,400,"Киев","до 50 человек","Аутсорсинговая","мужской",20,"Незаконченное высшее","Другой вуз","True","средний","Веб-разработка","14/01/2017 19:53:03","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,0.25,"Киев",1000,NA,"DEV"
"8375",NA,"Junior QA engineer","","Manual QA","1.5","0.5",500,250,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",23,"Высшее","ХНУ [г. Хмельницкий]","False","средний","Веб-разработка,Телекоммуникации","14/01/2017 20:02:40","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1.5,0.5,"Киев",500,NA,"QA"
"8376",NA,"Support","","","3","3",800,250,"Чернигов","до 200 человек","Продуктовая","мужской",25,"Высшее","Другой вуз","False","средний","Телекоммуникации","14/01/2017 20:14:38","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",3,3,"other",800,NA,""
"8377",NA,"QA engineer","","General QA","4","0.5",1900,500,"Киев","свыше 1000 человек","Аутсорсинговая","женский",28,"Высшее","Другой вуз","False","продвинутый","Desktop Applications,Веб-разработка","14/01/2017 20:19:39","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",4,0.5,"Киев",1900,NA,"QA"
"8378",NA,"System Architect","C#/.NET","","10 и более лет","10 и более лет",3000,0,"Харьков","до 1000 человек","Аутсорсинговая","мужской",47,"Незаконченное высшее","ХНУРЭ","False","выше среднего","Веб-разработка","14/01/2017 20:36:22","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0",10,10,"Харьков",3000,NA,"SDEV"
"8379",NA,"Marketing","","","2","1",2000,300,"Киев","до 10 человек","Продуктовая","женский",37,"Высшее","КНУ им. Шевченко","False","ниже среднего","Системное программирование","14/01/2017 20:36:49","Mozilla/5.0 (Windows NT 6.1; rv:50.0) Gecko/20100101 Firefox/50.0",2,1,"Киев",2000,NA,""
"8380",NA,"Software Engineer","C++","","9","6",1850,200,"Ровно","свыше 1000 человек","Аутсорсинговая","мужской",31,"Высшее","Другой вуз","False","выше среднего","Desktop Applications","14/01/2017 21:06:19","Mozilla/5.0 (iPad; CPU OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1",9,6,"other",1850,NA,"DEV"
"8381",NA,"Senior Software Engineer","Java","","2","1",100,12,"Днепр","до 50 человек","Аутсорсинговая","мужской",27,"Высшее","ЗНТУ","False","ниже среднего","Android,eCommerce","14/01/2017 21:18:49","Mozilla/5.0 (Linux; Android 5.1; Lenovo P1ma40 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",2,1,"other",100,NA,"DEV"
"8382",NA,"Software Engineer","Java","","3","меньше 3 месяцев",1650,1300,"Киев","до 1000 человек","Аутсорсинговая","мужской",23,"Высшее","НТУУ «КПИ»","False","выше среднего","Веб-разработка,Корпоративные системы","14/01/2017 21:33:20","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Mobile/14C92",3,0,"Киев",1650,NA,"DEV"
"8383",NA,"Senior Software Engineer","JavaScript","","6","4",4000,400,"Киев","до 1000 человек","Аутсорсинговая","мужской",29,"Высшее","НУПТ","False","средний","Веб-разработка","14/01/2017 21:40:30","Mozilla/5.0 (Windows NT 10.0.10586; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2950.4 Safari/537.36",6,4,"Киев",4000,NA,"DEV"
"8384",NA,"Junior Software Engineer","PHP","","2","0.5",500,200,"Днепр","до 10 человек","Аутсорсинговая","мужской",36,"Высшее","Другой вуз","False","ниже среднего","Веб-разработка","14/01/2017 22:15:55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,0.5,"other",500,NA,"DEV"
"8385",NA,"Senior Software Engineer","Java","","5","0.5",3500,900,"Харьков","до 50 человек","Аутсорсинговая","мужской",25,"Высшее","ХНУ им. Каразина","False","выше среднего","Android","14/01/2017 22:38:34","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",5,0.5,"Харьков",3500,NA,"DEV"
"8386",NA,"QA engineer","","Manual QA","1.5","0.25",800,400,"Киев","до 50 человек","Стартап","женский",28,"Высшее","Другой вуз","False","средний","iOS,Веб-разработка","14/01/2017 22:48:30","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1.5,0.25,"Киев",800,NA,"QA"
"8387",NA,"Senior Software Engineer","PHP","","4","1",2700,0,"Киев","до 1000 человек","Аутсорсинговая","мужской",33,"Высшее","Другой вуз","False","средний","Веб-разработка,eCommerce","14/01/2017 22:54:14","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/53.0.2785.143 Chrome/53.0.2785.143 Safari/537.36",4,1,"Киев",2700,NA,"DEV"
"8388",NA,"Software Engineer","PHP","","2","0.5",1200,120,"Киев","до 10 человек","Аутсорсинговая","мужской",22,"Высшее","НАУ","False","ниже среднего","Веб-разработка,eCommerce","14/01/2017 23:03:29","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",2,0.5,"Киев",1200,NA,"DEV"
"8389",NA,"Project manager","","","10 и более лет","2",3500,500,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",30,"Высшее","НТУУ «КПИ»","False","выше среднего","Корпоративные системы","14/01/2017 23:22:10","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1",10,2,"Киев",3500,NA,"PM"
"8390",NA,"Support","","","2","2",180,30,"Луцк","до 200 человек","Аутстаффинговая","мужской",23,"Высшее","Другой вуз","False","продвинутый","Desktop Applications,eCommerce","14/01/2017 23:22:20","Mozilla/5.0 (Linux; Android 7.0; ONEPLUS A3010 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",2,2,"other",180,NA,""
"8391",NA,"Senior Software Engineer","Java","","7","5",3700,150,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",40,"Высшее","НТУУ «КПИ»","False","выше среднего","eCommerce","14/01/2017 23:32:22","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",7,5,"Киев",3700,NA,"DEV"
"8392",NA,"Software Engineer","Ruby/Rails","","4","меньше 3 месяцев",1700,900,"Киев","до 50 человек","Аутсорсинговая","мужской",23,"Высшее","Другой вуз","False","средний","iOS,Веб-разработка","14/01/2017 23:33:11","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",4,0,"Киев",1700,NA,"DEV"
"8393",NA,"Junior Software Engineer","PHP","","1","0.5",300,100,"Харьков","до 10 человек","Другая","мужской",35,"Высшее","НТУ «ХПИ»","False","ниже среднего","Веб-разработка","14/01/2017 23:36:18","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1,0.5,"Харьков",300,NA,"DEV"
"8394",NA,"Junior QA engineer","","Manual QA","меньше 3 месяцев","меньше 3 месяцев",315,0,"Киев","до 200 человек","Продуктовая","мужской",26,"Высшее","Львовская Политехника","False","выше среднего","Gamedev","14/01/2017 23:36:40","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0",0,0,"Киев",315,NA,"QA"
"8395",NA,"Designer","","","4","4",1500,300,"Львов","до 200 человек","Аутсорсинговая","женский",23,"Незаконченное высшее","ХАИ","False","средний","Desktop Applications,Веб-разработка","14/01/2017 23:39:11","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",4,4,"Львов",1500,NA,""
"8396",NA,"Software Engineer","JavaScript","","3","3",1500,300,"Киев","до 50 человек","Продуктовая","мужской",25,"Высшее","НТУУ «КПИ»","False","продвинутый","Другое","14/01/2017 23:51:47","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",3,3,"Киев",1500,NA,"DEV"
"8397",NA,"Senior Software Engineer","C#/.NET","","7","0.5",1600,100,"Киев","до 50 человек","Аутсорсинговая","мужской",40,"Высшее","Другой вуз","False","ниже среднего","Desktop Applications,Другое","14/01/2017 23:56:29","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",7,0.5,"Киев",1600,NA,"DEV"
"8398",NA,"Software Engineer","C","","3","меньше 3 месяцев",2500,1000,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",23,"Незаконченное высшее","НТУУ «КПИ»","False","продвинутый","Embedded,Телекоммуникации","15/01/2017 00:09:39","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0",3,0,"Киев",2500,NA,"DEV"
"8399",NA,"Designer","","","3","1",1200,300,"Харьков","до 50 человек","Стартап","мужской",24,"Высшее","ХНЭУ","False","ниже среднего","Веб-разработка","15/01/2017 00:50:16","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",3,1,"Харьков",1200,NA,""
"8400",NA,"Junior Software Engineer","JavaScript","","0.25","0.25",300,50,"Харьков","до 10 человек","Аутсорсинговая","мужской",19,"Незаконченное высшее","ХНУРЭ","True","средний","Веб-разработка","15/01/2017 00:53:31","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",0.25,0.25,"Харьков",300,NA,"DEV"
"8401",NA,"Senior Software Engineer","PHP","","10 и более лет","6",6000,800,"Одесса","до 50 человек","Продуктовая","мужской",34,"Высшее","ОНАС","False","средний","Веб-разработка,Телекоммуникации","15/01/2017 00:54:52","Mozilla/5.0 (Linux; Android 5.0.2; MI 2 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",10,6,"Одесса",6000,NA,"DEV"
"8402",NA,"Software Engineer","Java","","1.5","1.5",1000,500,"Киев","до 10 человек","Аутсорсинговая","мужской",20,"Высшее","Другой вуз","True","выше среднего","Android","15/01/2017 02:21:25","Mozilla/5.0 (Linux; Android 7.1.1; Nexus 5X Build/N4F26I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",1.5,1.5,"Киев",1000,NA,"DEV"
"8403",NA,"Junior Software Engineer","Java","","1.5","0.5",300,0,"Киев","до 50 человек","Аутсорсинговая","мужской",28,"Высшее","КНЭУ","False","средний","Android","15/01/2017 06:22:36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1.5,0.5,"Киев",300,NA,"DEV"
"8404",NA,"Team lead","","","7","7",3500,200,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",31,"Высшее","НТУУ «КПИ»","False","средний","Веб-разработка,Мультимедиа","15/01/2017 09:14:24","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",7,7,"Киев",3500,NA,"PM"
