,Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
,Software Engineer,PHP,,1.5,0.5,900,0,Киев,до 10 человек,Продуктовая,m,29,Высшее,False,ниже среднего,Веб-разработка,02/01/2014 13:01:32,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,C#/.NET,,1.5,1,800,300,Львов,до 200 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",02/01/2014 13:03:52,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,Objective-C,,6,1,3400,800,Киев,до 200 человек,Продуктовая,m,28,Высшее,False,средний,iOS,02/01/2014 13:06:21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/7.0.1 Safari/537.73.11"
,Junior QA engineer,,General QA,меньше 3 месяцев,0.75,475,50,Днепропетровск,свыше 1000 человек,Аутстаффинговая,f,24,Высшее,False,продвинутый,"Desktop Applications,Веб-разработка",02/01/2014 13:12:24,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior QA engineer,,Automation QA,8,3,3600,200,Киев,до 200 человек,Аутсорсинговая,f,36,Высшее,False,средний,Веб-разработка,02/01/2014 13:22:17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Project Manager / Program Manager,,,8.5,6,4300,200,Львов,до 200 человек,Аутсорсинговая,m,30,Высшее,False,продвинутый,eCommerce,02/01/2014 13:27:13,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
,Дизайнер,,,10 и более лет,1.75,1800,600,Львов,свыше 1000 человек,Аутсорсинговая,m,29,Высшее,False,средний,"Веб-разработка,Корпоративные системы",02/01/2014 13:37:31,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,JavaScript,,9,меньше 3 месяцев,2800,800,Донецк,до 50 человек,Аутсорсинговая,m,29,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",02/01/2014 13:39:23,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,JavaScript,,8,3,1800,200,Днепропетровск,свыше 1000 человек,Аутсорсинговая,m,28,Высшее,False,средний,"Веб-разработка,Корпоративные системы",02/01/2014 13:52:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,Java,,5.5,1,2400,400,Харьков,до 1000 человек,Аутсорсинговая,m,27,Высшее,False,средний,Android,02/01/2014 13:56:04,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,Objective-C,,10 и более лет,5,2100,150,Харьков,до 1000 человек,Продуктовая,m,31,Высшее,False,ниже среднего,"iOS,Финансы и банки",02/01/2014 13:56:31,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0
,Software Engineer,C++,,4,меньше 3 месяцев,1600,-400,Днепропетровск,до 50 человек,Другая,m,29,Высшее,False,средний,"Desktop Applications,Системное программирование",02/01/2014 13:56:37,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0
,QA engineer,,General QA,0.5,0.5,600,0,Киев,до 50 человек,Аутсорсинговая,m,26,Высшее,False,средний,"Desktop Applications,Веб-разработка",02/01/2014 13:58:00,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/17.0 Firefox/17.0
,Junior Software Engineer,Java,,1.5,1,1520,400,Киев,свыше 1000 человек,Аутсорсинговая,m,30,Высшее,False,выше среднего,"Веб-разработка,eCommerce",02/01/2014 14:06:00,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0
,Junior Software Engineer,JavaScript,,меньше 3 месяцев,1,1100,0,Киев,до 1000 человек,Аутсорсинговая,m,23,Среднее,False,ниже среднего,"iOS,Веб-разработка",02/01/2014 14:10:32,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Junior QA engineer,,Manual QA,0.5,0.5,800,0,Киев,до 1000 человек,Аутсорсинговая,f,23,Высшее,False,выше среднего,Телекоммуникации,02/01/2014 14:11:50,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36"
,Software Engineer,C#/.NET,,3,3,1400,0,Харьков,до 200 человек,Аутсорсинговая,f,24,Высшее,False,выше среднего,"Desktop Applications,Корпоративные системы",02/01/2014 14:29:11,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0
,Project manager,,,3,3,2100,300,Харьков,до 200 человек,Продуктовая,m,34,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",02/01/2014 14:33:13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/6.1.1 Safari/537.73.11"
,Senior Software Engineer,PHP,,8,6,2500,300,Харьков,до 50 человек,Аутсорсинговая,m,34,Высшее,False,средний,"Веб-разработка,Корпоративные системы",02/01/2014 14:37:26,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Системный администратор,,,10 и более лет,1,900,0,Одесса,до 200 человек,Аутсорсинговая,f,33,Два высших,False,ниже среднего,Другое,02/01/2014 14:40:14,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0
,Junior Software Engineer,Flex/Flash/AIR,,0.5,0.5,700,350,Львов,до 50 человек,Аутсорсинговая,m,20,Незаконченное высшее,True,выше среднего,Gamedev,02/01/2014 14:40:52,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Верстальщик,,,3,2,2300,500,Харьков,до 50 человек,Аутстаффинговая,m,30,Техникум / Колледж,False,ниже среднего,Веб-разработка,02/01/2014 14:47:13,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0
,Junior Software Engineer,PHP,,1,1,600,250,Львов,до 10 человек,Аутсорсинговая,f,26,Высшее,False,средний,Веб-разработка,02/01/2014 14:58:19,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,Java,,2.5,2,2000,1200,Киев,до 200 человек,Аутсорсинговая,f,23,Высшее,False,средний,Gamedev,02/01/2014 15:18:34,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Junior Software Engineer,Python,,1.5,1.5,1750,750,Киев,до 50 человек,Продуктовая,m,20,Незаконченное высшее,True,средний,"Веб-разработка,eCommerce",02/01/2014 15:20:26,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,JavaScript,,5,3,2100,200,Донецк,до 50 человек,Аутстаффинговая,m,25,Высшее,False,выше среднего,Веб-разработка,02/01/2014 15:23:12,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,C++,,4,1.5,1700,300,Киев,до 50 человек,Продуктовая,f,28,Высшее,False,средний,Gamedev,02/01/2014 15:27:51,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Junior QA engineer,,Manual QA,1.25,меньше 3 месяцев,500,200,Львов,свыше 1000 человек,Аутсорсинговая,f,23,Высшее,False,средний,Desktop Applications,02/01/2014 15:32:16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.41 Safari/537.36"
,Бизнес-аналитик,,,4,0.5,2000,0,Киев,до 10 человек,Другая,m,32,Высшее,False,средний,"Финансы и банки,Корпоративные системы",02/01/2014 15:50:30,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36"
,Senior Software Engineer,PHP,,4,4,2000,500,Киев,до 10 человек,Другая,m,26,Высшее,False,элементарный,Веб-разработка,02/01/2014 15:51:30,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36 OPR/18.0.1284.68"
,QA engineer,,Manual QA,5,2.5,900,100,Винница,до 1000 человек,Аутсорсинговая,m,30,Высшее,False,средний,eCommerce,02/01/2014 15:53:34,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,C#/.NET,,1.75,меньше 3 месяцев,1600,950,Киев,свыше 1000 человек,Аутсорсинговая,m,23,Высшее,False,ниже среднего,Desktop Applications,02/01/2014 15:55:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Team lead,,,3,0.5,3300,2100,Харьков,до 10 человек,Аутсорсинговая,m,24,Высшее,False,средний,Android,02/01/2014 15:57:18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Junior QA engineer,,Manual QA,1,меньше 3 месяцев,550,0,Ивано-Франковск,до 200 человек,Аутсорсинговая,m,23,Высшее,False,средний,Веб-разработка,02/01/2014 16:05:55,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,C#/.NET,,4,1,2200,300,Харьков,до 200 человек,Аутсорсинговая,m,30,Высшее,False,выше среднего,Веб-разработка,02/01/2014 16:30:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Junior QA engineer,,Automation QA,0.5,0.25,600,0,Киев,свыше 1000 человек,Аутсорсинговая,m,21,Высшее,True,средний,eCommerce,02/01/2014 16:39:45,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Junior Software Engineer,Java,,1,1.5,1300,1300,Харьков,до 200 человек,Аутсорсинговая,m,23,Высшее,False,ниже среднего,Веб-разработка,02/01/2014 16:48:55,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:23.0) Gecko/20100101 Firefox/23.0
,DBA / Администратор баз данных,,,10 и более лет,10 и более лет,650,0,Харьков,до 50 человек,Другая,m,40,Высшее,False,ниже среднего,Финансы и банки,02/01/2014 17:02:00,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)
,Software Engineer,Java,,8.5,1,1800,0,Черновцы,свыше 1000 человек,Аутсорсинговая,m,29,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",02/01/2014 17:04:00,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0
,Senior Project Manager / Program Manager,,,7.5,7.5,3500,700,Киев,до 200 человек,Другая,m,34,Высшее,False,средний,"Телекоммуникации,Корпоративные системы",02/01/2014 17:15:43,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Junior QA engineer,,Automation QA,0.5,0.5,600,0,Харьков,до 200 человек,Продуктовая,m,21,Незаконченное высшее,True,ниже среднего,Веб-разработка,02/01/2014 17:22:18,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Системный администратор,,,9,7,300,0,Черновцы,до 50 человек,Продуктовая,m,34,Высшее,False,ниже среднего,"Системное программирование,Телекоммуникации",02/01/2014 17:25:15,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,C#/.NET,,10 и более лет,7,2500,500,Харьков,до 50 человек,Аутсорсинговая,m,34,Высшее,False,ниже среднего,,02/01/2014 17:35:57,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,JavaScript,,4,2.5,1200,200,Черновцы,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,False,средний,"Веб-разработка,Корпоративные системы",02/01/2014 17:50:49,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,Java,,10 и более лет,3,1500,0,Винница,до 50 человек,Аутсорсинговая,m,37,Два высших,False,средний,Веб-разработка,02/01/2014 17:57:40,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.41 Safari/537.36"
,Junior Software Engineer,C#/.NET,,0.5,0.5,800,200,Запорожье,до 50 человек,Продуктовая,f,25,Высшее,False,выше среднего,Desktop Applications,02/01/2014 18:03:05,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; MDDRJS)
,HR,,,0.75,0.5,650,250,Киев,до 200 человек,Аутсорсинговая,f,23,Высшее,False,выше среднего,Другое,02/01/2014 18:08:18,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,DBA / Администратор баз данных,,,10 и более лет,2.5,2200,0,Киев,до 50 человек,Другая,m,41,Два высших,False,выше среднего,Другое,02/01/2014 18:13:08,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,C#/.NET,,5.5,2.5,2290,100,Харьков,до 1000 человек,Аутсорсинговая,m,26,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",02/01/2014 18:23:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Junior Software Engineer,Java,,1.5,0.25,960,400,Львов,свыше 1000 человек,Аутсорсинговая,m,21,Незаконченное высшее,True,средний,Веб-разработка,02/01/2014 18:27:20,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36"
,Senior Software Engineer,Java,,4,1.5,3450,1000,Киев,свыше 1000 человек,Аутсорсинговая,m,28,Высшее,False,средний,"Финансы и банки,Корпоративные системы",02/01/2014 18:41:58,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
