"Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"6604","DevOps","","","1","1",810,500,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",23,"Высшее","False","средний","Корпоративные системы","22/06/2015 11:23:06","Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12F70 [FBAN/FBIOS;FBAV/31.0.0.44.261;FBBV/10598108;FBDV/iPhone6,2;FBMD/iPhone;FBSN/iPhone OS;FBSV/8.3;FBSS/2; FBCR/Carrier;FBID/phone;FBLC/en_US;FBOP/5]",1,1,"Львов",810,NA,"ADM"
"6605","Дизайнер","","","4","0.5",600,100,"Киев","до 10 человек","Аутстаффинговая","мужской",24,"Среднее","False","средний","iOS,Веб-разработка","22/06/2015 11:23:08","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",4,0.5,"Киев",600,NA,""
"6606","Team lead","","","7","4",4550,0,"Киев","до 1000 человек","Аутсорсинговая","мужской",27,"Высшее","False","выше среднего","iOS","22/06/2015 11:24:22","Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F70 Safari/600.1.4",7,4,"Киев",4550,NA,"PM"
"6607","Junior Software Engineer","Java","","2","2",950,200,"Днепр.","свыше 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","выше среднего","Веб-разработка","22/06/2015 11:24:31","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",2,2,"Днепр.",950,NA,"DEV"
"6608","Project manager","","","3","1.5",1000,0,"Днепр.","до 50 человек","Продуктовая","мужской",39,"Техникум / Колледж","False","элементарный","Веб-разработка,Телекоммуникации","22/06/2015 11:26:51","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3",3,1.5,"Днепр.",1000,NA,"PM"
"6609","QA engineer","","Automation QA","3","3",1100,250,"Ивано-Франковск","свыше 1000 человек","Аутсорсинговая","мужской",26,"Высшее","False","средний","Веб-разработка,Другое","22/06/2015 11:27:11","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",3,3,"other",1100,NA,"QA"
"6610","Junior QA engineer","","Manual QA","меньше 3 месяцев","меньше 3 месяцев",300,0,"Львов","до 50 человек","Аутсорсинговая","мужской",26,"Незаконченное высшее","False","средний","iOS,Веб-разработка","22/06/2015 11:29:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",0,0,"Львов",300,NA,"QA"
"6611","Software Engineer","Objective-C","","5","1",3500,500,"Другой","до 10 человек","Стартап","мужской",27,"Высшее","False","выше среднего","iOS","22/06/2015 11:30:58","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/600.7.5 (KHTML, like Gecko) Version/8.0.7 Safari/600.7.5",5,1,"other",3500,NA,"DEV"
"6612","QA engineer","","General QA","1","1",1000,500,"Киев","до 200 человек","Продуктовая","мужской",23,"Высшее","False","средний","Веб-разработка","22/06/2015 11:32:49","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",1,1,"Киев",1000,NA,"QA"
"6613","Software Engineer","Java","","7","3",2700,500,"Львов","до 200 человек","Аутсорсинговая","мужской",30,"Высшее","False","средний","Другое","22/06/2015 11:32:55","Mozilla/5.0 (Linux; Android 4.4.4; Galaxy Nexus Build/KTU84Q) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/33.0.0.0 Mobile Safari/537.36 TwitterAndroid",7,3,"Львов",2700,NA,"DEV"
"6614","Researcher","","","2","0.25",400,300,"Харьков","до 50 человек","Другая","мужской",26,"Высшее","False","средний","Финансы и банки,Другое","22/06/2015 11:34:38","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",2,0.25,"Харьков",400,NA,""
"6615","Junior Software Engineer","Objective-C","","0.5","0.5",400,0,"Запорожье","до 50 человек","Аутсорсинговая","мужской",33,"Техникум / Колледж","False","средний","iOS","22/06/2015 11:37:29","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:38.0) Gecko/20100101 Firefox/38.0",0.5,0.5,"other",400,NA,"DEV"
"6616","Junior Software Engineer","Java","","1.5","1.5",750,100,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",23,"Высшее","False","средний","Веб-разработка","22/06/2015 11:38:43","Mozilla/5.0 (X11; Ubuntu; Linux i686 on x86_64; rv:38.0) Gecko/20100101 Firefox/38.0",1.5,1.5,"Львов",750,NA,"DEV"
"6617","Junior QA engineer","","Automation QA","1","1",450,50,"Харьков","до 50 человек","Аутсорсинговая","мужской",23,"Высшее","False","средний","Веб-разработка,Корпоративные системы","22/06/2015 11:39:00","Mozilla/5.0 (iPod touch; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12F69 Twitter for iPhone",1,1,"Харьков",450,NA,"QA"
"6618","Project manager","","","3","меньше 3 месяцев",1100,0,"Чернигов","до 50 человек","Аутсорсинговая","мужской",29,"Незаконченное высшее","False","продвинутый","Веб-разработка,eCommerce","22/06/2015 11:39:59","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",3,0,"other",1100,NA,"PM"
"6619","Junior Software Engineer","C#/.NET","","3","0.5",1500,200,"Киев","до 1000 человек","Продуктовая","мужской",24,"Незаконченное высшее","False","ниже среднего","Gamedev","22/06/2015 11:43:52","Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12F69 [FBAN/FBIOS;FBAV/31.0.0.44.261;FBBV/10598108;FBDV/iPad5,3;FBMD/iPad;FBSN/iPhone OS;FBSV/8.3;FBSS/2; FBCR/;FBID/tablet;FBLC/en_US;FBOP/1]",3,0.5,"Киев",1500,NA,"DEV"
"6620","Senior Software Engineer","C#/.NET","","6","5",2000,400,"Херсон","до 1000 человек","Аутсорсинговая","мужской",27,"Высшее","False","выше среднего","Desktop Applications,Веб-разработка","22/06/2015 11:46:54","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",6,5,"other",2000,NA,"DEV"
"6621","Support","","","5","1.5",1000,0,"Одесса","до 200 человек","Аутстаффинговая","мужской",26,"Незаконченное высшее","False","продвинутый","Desktop Applications,Телекоммуникации","22/06/2015 11:48:04","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.52 Safari/537.36",5,1.5,"Одесса",1000,NA,""
"6622","Junior Software Engineer","JavaScript","","меньше 3 месяцев","меньше 3 месяцев",300,0,"Днепр.","до 50 человек","Аутсорсинговая","мужской",26,"Техникум / Колледж","False","ниже среднего","Веб-разработка","22/06/2015 11:50:11","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",0,0,"Днепр.",300,NA,"DEV"
"6623","Software Engineer","C#/.NET","","2","0.25",2000,1600,"Другой","до 200 человек","Продуктовая","мужской",21,"Высшее","True","выше среднего","Веб-разработка","22/06/2015 11:52:46","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",2,0.25,"other",2000,NA,"DEV"
"6624","Technical Lead","Other","","5","2",3150,150,"Киев","до 200 человек","Аутстаффинговая","мужской",28,"Высшее","False","выше среднего","Desktop Applications","22/06/2015 11:53:53","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 OPR/30.0.1835.59",5,2,"Киев",3150,NA,"SDEV"
"6625","Project manager","","","3","3",1200,400,"Днепр.","до 10 человек","Стартап","мужской",25,"Два высших","False","выше среднего","Веб-разработка","22/06/2015 11:54:20","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",3,3,"Днепр.",1200,NA,"PM"
"6626","Software Engineer","Java","","5","4",2850,100,"Одесса","свыше 1000 человек","Аутстаффинговая","мужской",29,"Высшее","False","выше среднего","Корпоративные системы","22/06/2015 11:54:28","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",5,4,"Одесса",2850,NA,"DEV"
"6627","Junior Software Engineer","Java","","меньше 3 месяцев","меньше 3 месяцев",150,0,"Киев","до 1000 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","False","ниже среднего","Android,Веб-разработка","22/06/2015 11:55:24","Mozilla/5.0 (Linux; Android 5.1.99; Build/MPZ44Q) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.54 Mobile Safari/537.36",0,0,"Киев",150,NA,"DEV"
"6628","Software Engineer","PHP","","2","1",1000,0,"Одесса","до 50 человек","Продуктовая","мужской",26,"Высшее","False","средний","Веб-разработка","22/06/2015 11:58:17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",2,1,"Одесса",1000,NA,"DEV"
"6629","Software Engineer","JavaScript","","2","меньше 3 месяцев",2000,1000,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","выше среднего","Веб-разработка","22/06/2015 12:00:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",2,0,"Львов",2000,NA,"DEV"
"6630","Senior QA engineer","","Manual QA","6","3",2000,300,"Львов","до 200 человек","Аутстаффинговая","мужской",29,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","22/06/2015 12:02:35","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",6,3,"Львов",2000,NA,"QA"
"6631","Junior QA engineer","","Automation QA","0.25","0.25",600,0,"Киев","до 1000 человек","Продуктовая","мужской",28,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","22/06/2015 12:04:31","Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12F70 [FBAN/FBIOS;FBAV/31.0.0.44.261;FBBV/10598108;FBDV/iPhone4,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/8.3;FBSS/2; FBCR/Kyivstar;FBID/phone;FBLC/en_US;FBOP/5]",0.25,0.25,"Киев",600,NA,"QA"
"6632","QA engineer","","Manual QA","2","2",800,300,"Львов","до 1000 человек","Аутсорсинговая","мужской",25,"Техникум / Колледж","False","ниже среднего","Desktop Applications,Веб-разработка","22/06/2015 12:07:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",2,2,"Львов",800,NA,"QA"
"6633","Junior Software Engineer","PHP","","0.5","0.5",750,-250,"Киев","до 50 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Веб-разработка","22/06/2015 12:15:28","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",0.5,0.5,"Киев",750,NA,"DEV"
"6634","QA engineer","","General QA","1.5","1.5",1500,500,"Киев","до 50 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Веб-разработка,Телекоммуникации","22/06/2015 12:15:41","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",1.5,1.5,"Киев",1500,NA,"QA"
"6635","Software Engineer","C++","","5","1.5",1800,0,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",26,"Высшее","False","выше среднего","Embedded","22/06/2015 12:16:37","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0",5,1.5,"Львов",1800,NA,"DEV"
"6636","Верстальщик","JavaScript","","1","0.25",200,100,"Киев","до 10 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","True","средний","Веб-разработка","22/06/2015 12:17:44","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",1,0.25,"Киев",200,NA,""
"6637","Software Engineer","Objective-C","","5","1.5",1500,0,"Николаев","до 10 человек","Продуктовая","мужской",38,"Незаконченное высшее","False","элементарный","iOS","22/06/2015 12:18:21","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:38.0) Gecko/20100101 Firefox/38.0",5,1.5,"other",1500,NA,"DEV"
"6638","Team lead","","","9","5",4700,0,"Киев","до 50 человек","Продуктовая","мужской",28,"Высшее","False","продвинутый","Системное программирование,Телекоммуникации","22/06/2015 12:20:47","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.5.17 (KHTML, like Gecko) Version/8.0.5 Safari/600.5.17",9,5,"Киев",4700,NA,"PM"
"6639","Software Engineer","Ruby/Rails","","2","0.5",1350,300,"Днепр.","до 50 человек","Аутсорсинговая","мужской",21,"Высшее","True","средний","","22/06/2015 12:22:40","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0",2,0.5,"Днепр.",1350,NA,"DEV"
"6640","Senior QA engineer","C#/.NET","Automation QA","9","4",3600,0,"Киев","до 1000 человек","Аутсорсинговая","женский",37,"Высшее","False","средний","Веб-разработка","22/06/2015 12:29:41","Mozilla/5.0 (Linux; Android 5.0.1; SM-N910H Build/LRX22C; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.121 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/35.0.0.48.273;]",9,4,"Киев",3600,NA,"QA"
"6641","Software Engineer","JavaScript","","2","меньше 3 месяцев",1000,0,"Харьков","до 200 человек","Продуктовая","мужской",30,"Техникум / Колледж","False","элементарный","Веб-разработка,Корпоративные системы","22/06/2015 12:33:24","Mozilla/5.0 (Linux; U; Android 4.4.4; ru-ru; Nexus 5 Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/39.0.0.0 Mobile Safari/537.36 XiaoMi/MiuiBrowser/2.1.1",2,0,"Харьков",1000,NA,"DEV"
